Vcell, current, timestamp, time, supply voltage, supply current, temperature
4.170437631639835,0.016742744651469552,2022-02-04-09-00-04,9.132172107696533,4.2,0.494,19.17
4.170930505398892,0.01608559890835781,2022-02-04-09-00-05,10.235708951950073,4.2,0.487,19.17
4.17125908790682,0.0164141717799074,2022-02-04-09-00-07,11.338303089141846,4.2,0.481,19.17
4.17125908790682,0.013621302372124389,2022-02-04-09-00-08,12.443228721618652,4.2,0.476,19.17
4.17191625292721,0.017235603958836596,2022-02-04-09-00-09,13.56728196144104,4.2,0.473,19.17
4.172244835439673,0.0164141717799074,2022-02-04-09-00-10,14.675071716308594,4.2,0.469,19.17
4.173230582986135,0.019042754752766358,2022-02-04-09-00-11,15.821235656738281,4.2,0.465,19.17
4.172409126696471,0.012964156629240657,2022-02-04-09-00-12,16.943286418914795,4.2,0.462,19.17
4.1729020004691355,0.013128443064957307,2022-02-04-09-00-13,18.048452854156494,4.2,0.458,19.17
4.172737709211203,0.013292729500676805,2022-02-04-09-00-14,19.16808247566223,4.2,0.455,19.17
4.173394874245202,0.012307010886402198,2022-02-04-09-00-15,20.276310205459595,4.2,0.451,19.17
4.1735591655046465,0.014607020986536955,2022-02-04-09-00-17,21.367544651031494,4.2,0.449,19.17
4.17372345676447,0.013292729500676805,2022-02-04-09-00-18,22.4717116355896,4.2,0.447,19.17
4.17405203928525,0.010992719400857312,2022-02-04-09-00-19,23.578439235687256,4.2,0.444,19.17
4.174216330546208,0.013128443064957307,2022-02-04-09-00-20,24.683009147644043,4.2,0.442,19.17
4.174544913069258,0.012142724450699546,2022-02-04-09-00-21,25.798038005828857,4.2,0.439,19.17
4.174216330546208,0.013621302372124389,2022-02-04-09-00-22,26.920069456100464,4.2,0.437,19.17
4.174544913069258,0.013621302372124389,2022-02-04-09-00-23,28.051904439926147,4.2,0.434,19.17
4.17470920433135,0.012964156629240657,2022-02-04-09-00-24,29.166850328445435,4.2,0.432,19.17
4.174544913069258,0.010007000786810442,2022-02-04-09-00-26,30.29689884185791,4.2,0.429,19.17
4.174544913069258,0.013128443064957307,2022-02-04-09-00-27,31.41924548149109,4.2,0.427,19.17
4.17487349559382,0.012307010886402198,2022-02-04-09-00-28,32.552616596221924,4.2,0.425,19.17
4.175202078119896,0.01082843296517629,2022-02-04-09-00-29,33.689473152160645,4.2,0.424,19.17
4.17487349559382,0.011649865143608065,2022-02-04-09-00-30,34.810909032821655,4.2,0.422,19.17
4.17470920433135,0.014114161679317472,2022-02-04-09-00-31,35.94572401046753,4.2,0.42,19.17
4.175202078119896,0.01082843296517629,2022-02-04-09-00-32,37.04710292816162,4.2,0.419,19.17
4.175859243176586,0.009349855044163982,2022-02-04-09-00-33,38.1658091545105,4.2,0.416,19.17
4.1755306606474845,0.010992719400857312,2022-02-04-09-00-34,39.27931356430054,4.2,0.415,19.17
4.175859243176586,0.013292729500676805,2022-02-04-09-00-36,40.38285160064697,4.2,0.413,19.17
4.176187825707203,0.01247129732210762,2022-02-04-09-00-37,41.48516511917114,4.2,0.412,19.17
4.1755306606474845,0.014278448115054347,2022-02-04-09-00-38,42.59095072746277,4.2,0.41,19.17
4.176023534441705,0.011485578707916347,2022-02-04-09-00-39,43.687063694000244,4.2,0.408,19.17
4.176680699505963,0.007214131380834736,2022-02-04-09-00-40,44.78668785095215,4.2,0.406,19.17
4.176352116973077,0.011321292272227326,2022-02-04-09-00-41,45.90549659729004,4.2,0.405,19.17
4.176187825707203,0.012307010886402198,2022-02-04-09-00-42,47.04360914230347,4.2,0.403,19.17
4.176187825707203,0.006721272073969251,2022-02-04-09-00-43,48.16340255737305,4.2,0.401,19.17
4.17717357330813,0.014278448115054347,2022-02-04-09-00-45,49.29937124252319,4.2,0.4,19.17
4.176023534441705,0.008528422865912131,2022-02-04-09-00-46,50.43517875671387,4.2,0.398,19.17
4.176516408239331,0.011978438014999652,2022-02-04-09-00-47,51.55250334739685,4.2,0.396,19.17
4.176352116973077,0.008035563558990294,2022-02-04-09-00-48,52.68342423439026,4.2,0.396,19.17
4.176844990772974,0.010007000786810442,2022-02-04-09-00-49,53.791112661361694,4.2,0.395,19.17
4.176844990772974,0.006064126331513601,2022-02-04-09-00-50,54.88264036178589,4.2,0.392,19.17
4.176844990772974,0.007378417816461166,2022-02-04-09-00-51,55.98655843734741,4.2,0.392,19.17
4.177009282040363,0.007871277123354472,2022-02-04-09-00-52,57.08083248138428,4.2,0.391,19.17
4.177337864576276,0.008364136430269108,2022-02-04-09-00-53,58.179601430892944,4.2,0.389,19.17
4.1775021558448,0.007378417816461166,2022-02-04-09-00-54,59.26233172416687,4.2,0.388,19.17
4.1775021558448,0.008528422865912131,2022-02-04-09-00-56,60.35751795768738,4.2,0.387,19.17
4.1775021558448,0.010499860093822144,2022-02-04-09-00-57,61.45378232002258,4.2,0.385,19.17
4.177830738382984,0.008364136430269108,2022-02-04-09-00-58,62.55385065078735,4.2,0.384,19.17
4.1775021558448,0.011321292272227326,2022-02-04-09-00-59,63.63747572898865,4.2,0.383,19.17
4.177337864576276,0.008364136430269108,2022-02-04-09-01-00,64.77126049995422,4.2,0.381,19.17
4.1775021558448,0.009842714351145018,2022-02-04-09-01-01,65.89051651954651,4.2,0.38,19.17
4.177995029652644,0.007542704252089923,2022-02-04-09-01-02,67.02351236343384,4.2,0.378,19.17
4.178487903463894,0.007542704252089923,2022-02-04-09-01-03,68.14743661880493,4.2,0.378,19.17
4.178487903463894,0.002614111184178803,2022-02-04-09-01-04,69.25156474113464,4.2,0.377,19.17
4.177995029652644,0.010007000786810442,2022-02-04-09-01-06,70.38362407684326,4.2,0.375,19.17
4.178652194735068,0.004749834846707303,2022-02-04-09-01-07,71.49051189422607,4.2,0.374,19.17
4.178159320922681,0.005571267024695093,2022-02-04-09-01-08,72.59294581413269,4.2,0.373,19.17
4.178487903463894,0.012635583757815826,2022-02-04-09-01-09,73.69565725326538,4.2,0.372,19.17
4.178159320922681,0.003106970490886523,2022-02-04-09-01-10,74.7973153591156,4.2,0.371,19.17
4.178323612193099,0.008364136430269108,2022-02-04-09-01-11,75.90178060531616,4.2,0.37,19.17
4.178652194735068,0.006392699202736952,2022-02-04-09-01-12,77.00829887390137,4.2,0.369,19.17
4.178323612193099,0.010171287222478426,2022-02-04-09-01-13,78.11732459068298,4.2,0.368,19.17
4.178323612193099,0.008364136430269108,2022-02-04-09-01-14,79.21714401245117,4.2,0.367,19.17
4.178487903463894,0.008692709301557584,2022-02-04-09-01-16,80.31851315498352,4.2,0.366,19.17
4.178980777278552,0.009185568608508665,2022-02-04-09-01-17,81.42131328582764,4.2,0.365,19.17
4.17881648600662,0.007378417816461166,2022-02-04-09-01-18,82.51465797424316,4.2,0.364,19.17
4.17881648600662,0.010335573658148987,2022-02-04-09-01-19,83.60456657409668,4.2,0.363,19.17
4.178487903463894,0.004914121282300624,2022-02-04-09-01-20,84.73806238174438,4.2,0.362,19.17
4.17881648600662,0.011157005836540987,2022-02-04-09-01-21,85.85904908180237,4.2,0.36,19.17
4.178980777278552,0.006228412767124165,2022-02-04-09-01-22,86.99850177764893,4.2,0.36,19.17
4.178980777278552,0.0058998398959052446,2022-02-04-09-01-23,88.09106206893921,4.2,0.359,19.17
4.179145068550862,0.00458554841111607,2022-02-04-09-01-24,89.1994526386261,4.2,0.358,19.17
4.1796379423700625,0.009678427915482145,2022-02-04-09-01-25,90.28595328330994,4.2,0.357,19.17
4.17930935982355,0.007706990687721019,2022-02-04-09-01-27,91.3587372303009,4.2,0.356,19.17
4.179473651096616,0.007542704252089923,2022-02-04-09-01-28,92.46516513824463,4.2,0.355,19.17
4.1796379423700625,0.004749834846707303,2022-02-04-09-01-29,93.56972408294678,4.2,0.354,19.17
4.179473651096616,0.005571267024695093,2022-02-04-09-01-30,94.6705048084259,4.2,0.353,19.17
4.179473651096616,0.004914121282300624,2022-02-04-09-01-31,95.76518487930298,4.2,0.352,19.17
4.1796379423700625,0.0058998398959052446,2022-02-04-09-01-32,96.88085222244263,4.2,0.351,19.17
4.180130816192672,0.004256975539939813,2022-02-04-09-01-33,97.95834875106812,4.2,0.35,19.17
4.179473651096616,0.004092689104354754,2022-02-04-09-01-34,99.05960440635681,4.2,0.349,19.17
4.179802233643887,0.007378417816461166,2022-02-04-09-01-35,100.16490316390991,4.2,0.349,19.17
4.179802233643887,0.00392840266877173,2022-02-04-09-01-36,101.26754355430603,4.2,0.348,19.17
4.180130816192672,0.005735553460299079,2022-02-04-09-01-38,102.36957573890686,4.2,0.347,19.17
4.180130816192672,0.007542704252089923,2022-02-04-09-01-39,103.44362473487854,4.2,0.347,19.17
4.180295107467632,0.009349855044163982,2022-02-04-09-01-40,104.53996896743774,4.2,0.346,19.17
4.180459398742971,0.006556985638351977,2022-02-04-09-01-41,105.66358828544617,4.2,0.345,19.17
4.180130816192672,0.007049844945210618,2022-02-04-09-01-42,106.7716543674469,4.2,0.344,19.17
4.1796379423700625,0.002449824748613376,2022-02-04-09-01-43,107.88946080207825,4.2,0.344,19.17
4.180295107467632,0.007542704252089923,2022-02-04-09-01-44,109.00846815109253,4.2,0.342,19.17
4.180295107467632,0.007049844945210618,2022-02-04-09-01-45,110.08486366271973,4.2,0.341,19.17
4.180787981294786,-1.447178465059304e-05,2022-02-04-09-01-46,111.15828037261963,4.2,0.34,19.17
4.180130816192672,0.004749834846707303,2022-02-04-09-01-47,112.26566982269287,4.2,0.339,19.17
4.180130816192672,0.002942684055315361,2022-02-04-09-01-49,113.39999198913574,4.2,0.339,19.17
4.180295107467632,0.004256975539939813,2022-02-04-09-01-50,114.49354314804077,4.2,0.338,19.17
4.180130816192672,0.0032712569264596245,2022-02-04-09-01-51,115.58146667480469,4.2,0.337,19.17
4.180623690018689,0.007871277123354472,2022-02-04-09-01-52,116.68230271339417,4.2,0.336,19.17
4.180130816192672,0.004092689104354754,2022-02-04-09-01-53,117.77519607543945,4.2,0.336,19.17
4.180952272571262,0.007049844945210618,2022-02-04-09-01-54,118.87890124320984,4.2,0.334,19.17
4.180295107467632,0.005735553460299079,2022-02-04-09-01-55,119.96768617630005,4.2,0.334,19.17
4.180459398742971,0.002778397619746128,2022-02-04-09-01-56,121.06043410301208,4.2,0.333,19.17
4.180787981294786,0.004256975539939813,2022-02-04-09-01-57,122.16017079353333,4.2,0.332,19.17
4.180130816192672,0.005078407717896048,2022-02-04-09-01-58,123.24652647972107,4.2,0.332,19.17
4.180623690018689,0.007049844945210618,2022-02-04-09-02-00,124.34172368049622,4.2,0.331,19.17
4.180787981294786,0.0035998297976117064,2022-02-04-09-02-01,125.42868995666504,4.2,0.33,19.17
4.180787981294786,0.002942684055315361,2022-02-04-09-02-02,126.51356029510498,4.2,0.329,19.17
4.180952272571262,0.00524269415349359,2022-02-04-09-02-03,127.62058305740356,4.2,0.328,19.17
4.181116563848116,0.002121251877488149,2022-02-04-09-02-04,128.73983883857727,4.2,0.328,19.17
4.181280855125349,0.0016283925708141592,2022-02-04-09-02-05,129.83712816238403,4.2,0.327,19.17
