Vcell, current, timestamp, time, supply voltage, supply current, temperature
4.184566680749587,-0.00855736643072751,0.23858363925174952,2022-02-04-13-15-44,85.71128678321838,4.2,0.254,21.05
4.185059554606299,-0.0029716276240790464,0.23866936961596863,2022-02-04-13-15-47,87.92896461486816,4.2,0.253,21.05
4.185059554606299,-0.004614491979116637,0.237869027850192,2022-02-04-13-15-49,90.10822558403015,4.2,0.252,21.05
4.184895263320349,-0.0016573361399494467,0.23777209763093698,2022-02-04-13-15-51,92.31477642059326,4.2,0.25,21.05
4.1852238458926285,-0.0006716175267892088,0.23760811849920593,2022-02-04-13-15-53,94.53564596176147,4.2,0.248,21.05
4.1855524284664245,-0.005107351285602978,0.2370781507125616,2022-02-04-13-15-55,96.74351453781128,4.2,0.247,21.05
4.1852238458926285,-0.007243074946924187,0.23655030422262505,2022-02-04-13-15-58,98.93236804008484,4.2,0.246,21.05
4.1857167197538905,-0.004121632672619096,0.23606902034057442,2022-02-04-13-16-00,101.13176655769348,4.2,0.245,21.05
4.185388137179337,-0.00790022068883343,0.23484661851450514,2022-02-04-13-16-02,103.35114169120789,4.2,0.243,21.05
4.185388137179337,-0.006421642769514874,0.23399765648240778,2022-02-04-13-16-04,105.542245388031,4.2,0.243,21.05
4.1857167197538905,-0.007571647817880764,0.23285152104441095,2022-02-04-13-16-06,107.7425332069397,4.2,0.241,21.05
4.186045302329962,-0.006421642769514874,0.23242738615840472,2022-02-04-13-16-09,109.93922090530396,4.2,0.239,21.05
4.186538176196914,-0.0052716377210960084,0.23150085905968332,2022-02-04-13-16-11,112.14439630508423,4.2,0.238,21.05
4.1863738849075505,-0.008721652866198772,0.23020034538388112,2022-02-04-13-16-13,114.34910464286804,4.2,0.237,21.05
4.185881011041737,-0.007243074946924187,0.2295850551277507,2022-02-04-13-16-15,116.53545713424683,4.2,0.236,21.05
4.1863738849075505,-0.007243074946924187,0.22886184481836697,2022-02-04-13-16-17,118.74138188362122,4.2,0.235,21.05
4.186209593618567,-0.0016573361399494467,0.22905284180306051,2022-02-04-13-16-20,120.94510412216187,4.2,0.234,21.05
4.186209593618567,-0.0033002004950972268,0.22905543133690554,2022-02-04-13-16-22,123.1471197605133,4.2,0.233,21.05
4.1863738849075505,-0.007243074946924187,0.22839954277401622,2022-02-04-13-16-24,125.35385513305664,4.2,0.232,21.05
4.1863738849075505,-0.008228793559782305,0.22794202505395125,2022-02-04-13-16-26,127.53157949447632,4.2,0.231,21.05
4.186209593618567,-0.0057644970275680454,0.2277924950036883,2022-02-04-13-16-28,129.7352418899536,4.2,0.23,21.05
4.186702467486656,-0.008064507124308336,0.2269735361099829,2022-02-04-13-16-31,131.96027159690857,4.2,0.229,21.05
4.186702467486656,-0.004450205543618722,0.22663016679474707,2022-02-04-13-16-33,134.15527844429016,4.2,0.228,21.05
4.1863738849075505,-0.0052716377210960084,0.22628204047388656,2022-02-04-13-16-35,136.3535671234131,4.2,0.227,21.05
4.186866758776777,-0.003135914059588827,0.2264423347655461,2022-02-04-13-16-37,138.54666233062744,4.2,0.226,21.05
4.186209593618567,-0.0052716377210960084,0.22614012138128492,2022-02-04-13-16-39,140.78345775604248,4.2,0.225,21.05
4.186702467486656,-0.006421642769514874,0.225506216101664,2022-02-04-13-16-42,143.00610947608948,4.2,0.224,21.05
4.186702467486656,-0.0054359241565878555,0.22493809274258292,2022-02-04-13-16-44,145.19823694229126,4.2,0.223,21.05
4.186702467486656,-0.008393079995255358,0.22414701991496874,2022-02-04-13-16-46,147.39519381523132,4.2,0.222,21.05
4.186866758776777,-0.008393079995255358,0.22375024719848552,2022-02-04-13-16-48,149.600200176239,4.2,0.221,21.05
4.1870310500672785,-0.006585929204998838,0.22313207685783829,2022-02-04-13-16-50,151.8020884990692,4.2,0.22,21.05
4.187195341358159,-0.003957346237117354,0.22283393215341618,2022-02-04-13-16-53,153.99895119667053,4.2,0.219,21.05
4.187688215233075,-0.007407361382402975,0.22241707599240973,2022-02-04-13-16-55,156.17843317985535,4.2,0.219,21.05
4.186866758776777,-0.003464486930604263,0.22236105758602379,2022-02-04-13-16-57,158.38336563110352,4.2,0.217,21.05
4.1875239239410575,-0.009707371479008516,0.221783909805819,2022-02-04-13-16-59,160.5733301639557,4.2,0.217,21.05
4.1875239239410575,-0.008064507124308336,0.22111439911428935,2022-02-04-13-17-01,162.76586198806763,4.2,0.216,21.05
4.187359632649418,-0.008228793559782305,0.2205034865300382,2022-02-04-13-17-04,164.99038767814636,4.2,0.215,21.05
4.187688215233075,-0.005600210592078526,0.21992239170951905,2022-02-04-13-17-06,167.19164109230042,4.2,0.214,21.05
4.1875239239410575,-0.009214512172607374,0.21930482800015255,2022-02-04-13-17-08,169.40204071998596,4.2,0.213,21.05
4.1870310500672785,-0.009871657914473975,0.2185494863019175,2022-02-04-13-17-10,171.60045313835144,4.2,0.212,21.05
4.1875239239410575,-0.008228793559782305,0.21805475260667243,2022-02-04-13-17-12,173.80919885635376,4.2,0.211,21.05
4.1878525065254735,-0.010200230785402598,0.21736006019514473,2022-02-04-13-17-15,176.03484201431274,4.2,0.211,21.05
4.188181089111407,-0.004450205543618722,0.2171030992566034,2022-02-04-13-17-17,178.252863407135,4.2,0.21,21.05
4.187359632649418,-0.011350235833630245,0.21632806739840768,2022-02-04-13-17-19,180.4520981311798,4.2,0.209,21.05
4.187195341358159,-0.006421642769514874,0.21566866668848123,2022-02-04-13-17-21,182.65997791290283,4.2,0.208,21.05
4.187359632649418,-0.007243074946924187,0.21496595185702497,2022-02-04-13-17-24,184.8695833683014,4.2,0.208,21.05
4.187359632649418,-0.009378798608075233,0.21417447830410066,2022-02-04-13-17-26,187.0264596939087,4.2,0.206,21.05
4.187688215233075,-0.006585929204998838,0.21400589734134434,2022-02-04-13-17-28,189.23644042015076,4.2,0.206,21.05
4.188345380404944,-0.008393079995255358,0.21331337863351532,2022-02-04-13-17-30,191.4436638355255,4.2,0.205,21.05
4.187688215233075,-0.009707371479008516,0.21273914134789618,2022-02-04-13-17-32,193.65279912948608,4.2,0.205,21.05
4.188345380404944,-0.009214512172607374,0.21230150590834387,2022-02-04-13-17-35,195.85669922828674,4.2,0.204,21.05
4.188181089111407,-0.00790022068883343,0.21175195830611293,2022-02-04-13-17-37,198.07962918281555,4.2,0.203,21.05
4.187688215233075,-0.007735934253357578,0.21146686319988595,2022-02-04-13-17-39,200.28342533111572,4.2,0.202,21.05
4.188673962993155,1.3229855372850325,0.29885854872139744,2022-02-04-13-17-41,202.50655245780945,0.0,0.0,21.05
4.176680699505963,0.035471398355133944,0.3031466063288806,2022-02-04-13-17-43,204.71002650260925,0.0,0.0,21.05
4.1755306606474845,0.03530711191889439,0.3073833306758482,2022-02-04-13-17-46,206.9120352268219,0.0,0.0,21.05
4.17487349559382,0.030871378142209548,0.31110908564489337,2022-02-04-13-17-48,209.1162371635437,0.0,0.0,21.05
4.174380621807544,0.032185669631246694,0.3146721694514683,2022-02-04-13-17-50,211.32015299797058,0.0,0.0,21.05
4.174216330546208,0.031199951014441868,0.3180880084866741,2022-02-04-13-17-52,213.52788400650024,0.0,0.0,21.05
4.17405203928525,0.03103566457832348,0.32145262116446716,2022-02-04-13-17-54,215.7299416065216,0.0,0.0,21.05
4.174216330546208,0.033171388248215805,0.3248982440150757,2022-02-04-13-17-57,217.94774389266968,0.0,0.0,21.05
4.1735591655046465,0.032678528939710516,0.32818366922547426,2022-02-04-13-17-59,220.13804507255554,0.0,0.0,21.05
4.1735591655046465,0.032678528939710516,0.3314909946774782,2022-02-04-13-18-01,222.32544946670532,0.0,0.0,21.05
4.173230582986135,0.03251424250355132,0.334751334300677,2022-02-04-13-18-03,224.53398895263672,0.0,0.0,21.05
4.172409126696471,0.033007101812042736,0.3419247857871286,2022-02-04-13-18-05,226.73001337051392,0.0,0.0,21.05
4.171587670416259,0.031528523886692084,0.34712943673113983,2022-02-04-13-18-08,228.93613696098328,0.0,0.0,21.05
4.172573417953648,0.033171388248215805,0.3508331209263553,2022-02-04-13-18-10,231.13675236701965,0.0,0.0,21.05
4.17191625292721,0.03251424250355132,0.3544490862853031,2022-02-04-13-18-12,233.3405487537384,0.0,0.0,21.05
4.171587670416259,0.031199951014441868,0.35777265552370546,2022-02-04-13-18-14,235.55712294578552,0.0,0.0,21.05
4.1717519616715455,0.03169281032282394,0.3613398881954313,2022-02-04-13-18-16,237.76530647277832,0.0,0.0,21.05
4.170930505398892,0.03169281032282394,0.36476092280705374,2022-02-04-13-18-19,239.94234418869019,0.0,0.0,21.05
4.17142337916135,0.032678528939710516,0.36824043664305545,2022-02-04-13-18-21,242.1599223613739,0.0,0.0,21.05
4.170601922892477,0.032185669631246694,0.37189538815118645,2022-02-04-13-18-23,244.35642457008362,0.0,0.0,21.05
4.1707662141454955,0.033171388248215805,0.37567704464487933,2022-02-04-13-18-25,246.5570685863495,0.0,0.0,21.05
4.170109049135687,0.030707091706100066,0.3796243922727116,2022-02-04-13-18-27,248.75688433647156,0.0,0.0,21.05
4.170109049135687,0.03103566457832348,0.38341579530343994,2022-02-04-13-18-30,250.9593813419342,0.0,0.0,21.05
4.170601922892477,0.030871378142209548,0.38745086176749993,2022-02-04-13-18-32,253.16437911987305,0.0,0.0,21.05
4.169944757884179,0.033007101812042736,0.39137871632122784,2022-02-04-13-18-34,255.35384821891785,0.0,0.0,21.05
4.170109049135687,0.03251424250355132,0.395443022397933,2022-02-04-13-18-36,257.5755925178528,0.0,0.0,21.05
4.169451884131922,0.03169281032282394,0.39948783539973937,2022-02-04-13-18-38,259.7599527835846,0.0,0.0,21.05
4.169780466633049,0.031528523886692084,0.4034839157144439,2022-02-04-13-18-41,261.9776782989502,0.0,0.0,21.05
4.169944757884179,0.03251424250355132,0.4074215168052441,2022-02-04-13-18-43,264.1988432407379,0.0,0.0,21.05
4.169451884131922,0.033007101812042736,0.41145658326978407,2022-02-04-13-18-45,266.38919854164124,0.0,0.0,21.05
4.169451884131922,0.03185709675896033,0.4153162120621857,2022-02-04-13-18-47,268.5781397819519,0.0,0.0,21.05
4.169451884131922,0.032842815375874315,0.419409757750484,2022-02-04-13-18-49,270.7817528247833,0.0,0.0,21.05
4.1691233016323075,0.030871378142209548,0.42327913307975346,2022-02-04-13-18-52,272.97264647483826,0.0,0.0,21.05
4.168959010383066,0.032678528939710516,0.42721673417057904,2022-02-04-13-18-54,275.2096161842346,0.0,0.0,21.05
4.1691233016323075,0.032678528939710516,0.4315539432926195,2022-02-04-13-18-56,277.45200061798096,0.0,0.0,21.05
4.169616175382297,0.032678528939710516,0.43576444742930354,2022-02-04-13-18-58,279.6537802219391,0.0,0.0,21.05
4.168466136637609,0.031199951014441868,0.43994571195364923,2022-02-04-13-19-01,281.8392391204834,0.0,0.0,21.05
4.168794719134203,0.033007101812042736,0.4443121606878509,2022-02-04-13-19-03,284.002916097641,0.0,0.0,21.05
4.168466136637609,0.033007101812042736,0.4488248074819906,2022-02-04-13-19-05,286.17291951179504,0.0,0.0,21.05
4.168301845389879,0.03103566457832348,0.4529768323943295,2022-02-04-13-19-07,288.4137156009674,0.0,0.0,21.05
4.1679732628955515,0.031199951014441868,0.4570801246197105,2022-02-04-13-19-09,290.652626991272,0.0,0.0,21.05
4.168137554142526,0.03169281032282394,0.461193163382385,2022-02-04-13-19-12,292.85642981529236,0.0,0.0,21.05
4.1679732628955515,0.033007101812042736,0.4655011328922991,2022-02-04-13-19-14,295.0570549964905,0.0,0.0,21.05
4.1679732628955515,0.03103566457832348,0.46967265087886284,2022-02-04-13-19-16,297.2537968158722,0.0,0.0,21.05
4.167808971648954,0.030871378142209548,0.473951380776546,2022-02-04-13-19-18,299.4588897228241,0.0,0.0,21.05
4.1679732628955515,0.030871378142209548,0.4782008710620508,2022-02-04-13-19-20,301.65909075737,0.0,0.0,21.05
4.167808971648954,0.030707091706100066,0.48243086827289744,2022-02-04-13-19-23,303.8798666000366,0.0,0.0,21.05
4.167644680402734,0.030707091706100066,0.48680706354384257,2022-02-04-13-19-25,306.09783911705017,0.0,0.0,21.05
4.167316097911428,0.03103566457832348,0.4911052865161541,2022-02-04-13-19-27,308.2965998649597,0.0,0.0,21.05
4.167480389156892,0.031199951014441868,0.4953645233389298,2022-02-04-13-19-29,310.4963936805725,0.0,0.0,21.05
4.166987515421631,0.03169281032282394,0.49962376016203475,2022-02-04-13-19-31,312.6893985271454,0.0,0.0,21.05
4.167316097911428,0.031364237450564734,0.503629587014033,2022-02-04-13-19-34,314.9074308872223,0.0,0.0,21.05
4.16715180666634,0.031364237450564734,0.5077816119260948,2022-02-04-13-19-36,317.14301085472107,0.0,0.0,21.05
4.167316097911428,0.033007101812042736,0.5122845121824794,2022-02-04-13-19-38,319.3455352783203,0.0,0.0,21.05
4.166987515421631,0.032185669631246694,0.5167679193643712,2022-02-04-13-19-40,321.5465488433838,0.0,0.0,21.05
4.166658932933346,0.030871378142209548,0.5213780315314883,2022-02-04-13-19-42,323.76837277412415,0.0,0.0,21.05
4.1668232241773,0.033007101812042736,0.5260271298481017,2022-02-04-13-19-45,325.96805334091187,0.0,0.0,21.05
4.166658932933346,0.031199951014441868,0.5304033251189412,2022-02-04-13-19-47,328.16163420677185,0.0,0.0,21.05
4.16715180666634,0.032842815375874315,0.5352278611080351,2022-02-04-13-19-49,330.36983036994934,0.0,0.0,21.05
4.1668232241773,0.033007101812042736,0.5398672128872689,2022-02-04-13-19-51,332.57633328437805,0.0,0.0,21.05
4.166166059203747,0.030707091706100066,0.544399352755494,2022-02-04-13-19-53,334.7623755931854,0.0,0.0,21.05
4.166166059203747,0.032842815375874315,0.5489607322359299,2022-02-04-13-19-56,336.94980788230896,0.0,0.0,21.05
4.166330350446569,0.03169281032282394,0.5534343928805247,2022-02-04-13-19-58,339.15235567092896,0.0,0.0,21.05
4.1668232241773,0.033007101812042736,0.5576546435546731,2022-02-04-13-20-00,341.34663486480713,0.0,0.0,21.05
4.166330350446569,0.03251424250355132,0.5619528665269473,2022-02-04-13-20-02,343.54945135116577,0.0,0.0,21.05
4.166001767961303,0.030871378142209548,0.5662218498867881,2022-02-04-13-20-04,345.745733499527,0.0,0.0,21.05
4.166001767961303,0.033007101812042736,0.570773482830336,2022-02-04-13-20-07,347.93367099761963,0.0,0.0,21.05
4.166001767961303,0.032185669631246694,0.5752763830865975,2022-02-04-13-20-09,350.1528949737549,0.0,0.0,21.05
4.166658932933346,0.03185709675896033,0.5799352279405009,2022-02-04-13-20-11,352.36363554000854,0.0,0.0,21.05
4.166330350446569,0.032678528939710516,0.5844186351226736,2022-02-04-13-20-13,354.5688910484314,0.0,0.0,21.05
4.165673185477546,0.031528523886692084,0.5887266046325914,2022-02-04-13-20-15,356.7855541706085,0.0,0.0,21.05
4.165673185477546,0.03234995606739671,0.592995587992891,2022-02-04-13-20-18,358.9871578216553,0.0,0.0,21.05
4.165837476719235,0.031364237450564734,0.597576460548113,2022-02-04-13-20-20,361.17647981643677,0.0,0.0,21.05
4.166166059203747,0.030871378142209548,0.602215812327197,2022-02-04-13-20-22,363.37512469291687,0.0,0.0,21.05
4.1655088942362335,0.032185669631246694,0.6068356710318351,2022-02-04-13-20-24,365.59778213500977,0.0,0.0,21.05
4.1655088942362335,0.033007101812042736,0.6114652762741188,2022-02-04-13-20-26,367.8011403083801,0.0,0.0,21.05
4.1651803117547415,0.033007101812042736,0.6163093053375992,2022-02-04-13-20-29,370.00536131858826,0.0,0.0,21.05
4.1651803117547415,0.033007101812042736,0.6210461224905913,2022-02-04-13-20-31,372.2402458190918,0.0,0.0,21.05
4.1655088942362335,0.030871378142209548,0.6253833316122968,2022-02-04-13-20-33,374.44739818573,0.0,0.0,21.05
4.165344602995299,0.032842815375874315,0.6300324299292228,2022-02-04-13-20-35,376.63234996795654,0.0,0.0,21.05
4.165344602995299,0.032842815375874315,0.6343209063642041,2022-02-04-13-20-38,378.8321063518524,0.0,0.0,21.05
4.165016020514561,0.033171388248215805,0.6393013869506208,2022-02-04-13-20-40,381.01810121536255,0.0,0.0,21.05
4.165673185477546,0.030707091706100066,0.6439894714163462,2022-02-04-13-20-42,383.2348048686981,0.0,0.0,21.05
4.1651803117547415,0.031528523886692084,0.6488627400915491,2022-02-04-13-20-44,385.4403066635132,0.0,0.0,21.05
4.1651803117547415,0.031528523886692084,0.6533071611236021,2022-02-04-13-20-46,387.6612482070923,0.0,0.0,21.05
4.164523146796286,0.03185709675896033,0.6580732178878433,2022-02-04-13-20-49,389.86828231811523,0.0,0.0,21.05
4.164687438035334,0.032021383195101234,0.6628490211896495,2022-02-04-13-20-51,392.0680937767029,0.0,0.0,21.05
4.164523146796286,0.03169281032282394,0.6675955848795354,2022-02-04-13-20-53,394.2843611240387,0.0,0.0,21.05
4.165344602995299,0.031528523886692084,0.6724688535547777,2022-02-04-13-20-55,396.5070741176605,0.0,0.0,21.05
4.164687438035334,0.03251424250355132,0.6770692191848591,2022-02-04-13-20-57,398.7117340564728,0.0,0.0,21.05
4.164194564319322,0.032842815375874315,0.6822056443680258,2022-02-04-13-21-00,400.91191053390503,0.0,0.0,21.05
4.164687438035334,0.032678528939710516,0.6870496734311373,2022-02-04-13-21-02,403.1300983428955,0.0,0.0,21.05
4.164687438035334,0.031199951014441868,0.6918059836578431,2022-02-04-13-21-04,405.33733224868774,0.0,0.0,21.05
4.164194564319322,0.032842815375874315,0.6965817869601684,2022-02-04-13-21-06,407.5258448123932,0.0,0.0,21.05
4.164851729274759,0.033007101812042736,0.7014842952476511,2022-02-04-13-21-08,409.74965715408325,0.0,0.0,21.05
4.164523146796286,0.032842815375874315,0.7062893381616305,2022-02-04-13-21-11,411.9584777355194,0.0,0.0,21.05
4.164523146796286,0.031364237450564734,0.7109481830149876,2022-02-04-13-21-13,414.1621117591858,0.0,0.0,21.05
4.164358855557615,0.030871378142209548,0.7157727190030825,2022-02-04-13-21-15,416.3684084415436,0.0,0.0,21.05
4.164194564319322,0.032842815375874315,0.7204023242448684,2022-02-04-13-21-17,418.5873649120331,0.0,0.0,21.05
4.164358855557615,0.033007101812042736,0.7251488879348379,2022-02-04-13-21-19,420.7883915901184,0.0,0.0,21.05
4.164358855557615,0.030707091706100066,0.6482973613022324,2022-02-04-13-21-22,422.9954192638397,0.0,0.0,21.05
4.164358855557615,0.031199951014441868,0.6477613017464666,2022-02-04-13-21-24,425.19960856437683,0.0,0.0,21.05
4.164523146796286,0.033007101812042736,0.6475468779241493,2022-02-04-13-21-26,427.3863425254822,0.0,0.0,21.05
4.164030273081406,0.032842815375874315,0.6476540898352721,2022-02-04-13-21-28,429.59079122543335,0.0,0.0,21.05
4.164030273081406,0.031364237450564734,0.6476930759847728,2022-02-04-13-21-31,431.8284890651703,0.0,0.0,21.05
4.164194564319322,0.030871378142209548,0.6477320621342776,2022-02-04-13-21-33,434.02186703681946,0.0,0.0,21.05
4.163865981843868,0.03234995606739671,0.6478197809706482,2022-02-04-13-21-35,436.22639060020447,0.0,0.0,21.05
4.163865981843868,0.032185669631246694,0.6478685136575151,2022-02-04-13-21-37,438.42622685432434,0.0,0.0,21.05
4.163865981843868,0.032185669631246694,0.647722315596898,2022-02-04-13-21-39,440.605366230011,0.0,0.0,21.05
4.164030273081406,0.030707091706100066,0.6474689056251587,2022-02-04-13-21-41,442.82333064079285,0.0,0.0,21.05
4.163537399369922,0.03234995606739671,0.6473714402514094,2022-02-04-13-21-44,445.00958251953125,0.0,0.0,21.05
4.163865981843868,0.033171388248215805,0.6474494125504119,2022-02-04-13-21-46,447.2260117530823,0.0,0.0,21.05
4.164030273081406,0.031199951014441868,0.6473714402514076,2022-02-04-13-21-48,449.4255061149597,0.0,0.0,21.05
4.163865981843868,0.03234995606739671,0.6473227075645267,2022-02-04-13-21-50,451.6303551197052,0.0,0.0,21.05
4.163208816897485,0.032021383195101234,0.6472349887281508,2022-02-04-13-21-53,453.8281373977661,0.0,0.0,21.05
4.163373108133515,0.032021383195101234,0.6473909333261456,2022-02-04-13-21-55,456.00914120674133,0.0,0.0,21.05
4.163865981843868,0.03234995606739671,0.6474104264008993,2022-02-04-13-21-57,458.2483718395233,0.0,0.0,21.05
4.163537399369922,0.032678528939710516,0.647420172938282,2022-02-04-13-21-59,460.4479892253876,0.0,0.0,21.05
4.1630445256618325,0.032185669631246694,0.6473032144897886,2022-02-04-13-22-01,462.6566569805145,0.0,0.0,21.05
4.163537399369922,0.033007101812042736,0.6473714402514181,2022-02-04-13-22-04,464.86328077316284,0.0,0.0,21.05
4.163208816897485,0.033007101812042736,0.6473519471766674,2022-02-04-13-22-06,467.0851981639862,0.0,0.0,21.05
4.163537399369922,0.031199951014441868,0.647371440251411,2022-02-04-13-22-08,469.2982873916626,0.0,0.0,21.05
4.163208816897485,0.03251424250355132,0.6473616937140432,2022-02-04-13-22-10,471.51869201660156,0.0,0.0,21.05
4.163537399369922,0.030707091706100066,0.6473519471766701,2022-02-04-13-22-12,473.72096824645996,0.0,0.0,21.05
4.163537399369922,0.03185709675896033,0.6471667629665342,2022-02-04-13-22-15,475.92602801322937,0.0,0.0,21.05
4.163373108133515,0.032185669631246694,0.6470205649059068,2022-02-04-13-22-17,478.1322178840637,0.0,0.0,21.05
4.1630445256618325,0.030871378142209548,0.6470790441301701,2022-02-04-13-22-19,480.33331060409546,0.0,0.0,21.05
4.1630445256618325,0.032842815375874315,0.647225242190794,2022-02-04-13-22-21,482.5379648208618,0.0,0.0,21.05
4.1630445256618325,0.031364237450564734,0.6470692975928038,2022-02-04-13-22-23,484.7422857284546,0.0,0.0,21.05
4.162715943191659,0.033171388248215805,0.6469913252937999,2022-02-04-13-22-26,486.94505882263184,0.0,0.0,21.05
4.162880234426557,0.033007101812042736,0.6470595510554293,2022-02-04-13-22-28,489.16895747184753,0.0,0.0,21.05
4.162715943191659,0.032185669631246694,0.6470595510554283,2022-02-04-13-22-30,491.3678092956543,0.0,0.0,21.05
4.162387360722994,0.032185669631246694,0.6471180302796755,2022-02-04-13-22-32,493.5578668117523,0.0,0.0,21.05
4.162551651957138,0.033007101812042736,0.6470303114433078,2022-02-04-13-22-34,495.7681772708893,0.0,0.0,21.05
4.162880234426557,0.031199951014441868,0.6468158876210647,2022-02-04-13-22-37,497.9741015434265,0.0,0.0,21.05
4.162223069489227,0.030707091706100066,0.6466891826351951,2022-02-04-13-22-39,500.1754448413849,0.0,0.0,21.05
4.162715943191659,0.03251424250355132,0.6466599430230666,2022-02-04-13-22-41,502.37795853614807,0.0,0.0,21.05
4.162880234426557,0.032678528939710516,0.6466501964856899,2022-02-04-13-22-43,504.5973701477051,0.0,0.0,21.05
4.162880234426557,0.031199951014441868,0.6464260261260637,2022-02-04-13-22-45,506.80211114883423,0.0,0.0,21.05
4.162387360722994,0.03185709675896033,0.6465624776493147,2022-02-04-13-22-48,509.002161026001,0.0,0.0,21.05
4.162387360722994,0.03103566457832348,0.6465819707240625,2022-02-04-13-22-50,511.2190155982971,0.0,0.0,21.05
4.162058778255837,0.032842815375874315,0.6467184222473199,2022-02-04-13-22-52,513.4229502677917,0.0,0.0,21.05
4.162551651957138,0.032185669631246694,0.6466794360978141,2022-02-04-13-22-54,515.6379458904266,0.0,0.0,21.05
4.162223069489227,0.031528523886692084,0.6465917172614356,2022-02-04-13-22-57,517.8454406261444,0.0,0.0,21.05
4.162715943191659,0.031199951014441868,0.6465137449624405,2022-02-04-13-22-59,520.0484726428986,0.0,0.0,21.05
4.162387360722994,0.030871378142209548,0.6464065330513231,2022-02-04-13-23-01,522.2539999485016,0.0,0.0,21.05
4.162223069489227,0.033171388248215805,0.6465332380371939,2022-02-04-13-23-03,524.4393696784973,0.0,0.0,21.05
