Vcell, sensor current, smooth current, timestamp, time, supply voltage, supply current, temperature
4.138236553398339,0.0655358162839293,0.8422865939498116,2022-02-04-16-27-46,7.342142105102539,4.2,1.046,20.16
4.138565135756445,0.06372866547320974,0.8943222432680084,2022-02-04-16-27-47,7.74837589263916,4.2,1.038,20.16
4.13872942693606,0.0617572282261738,0.9221534034730107,2022-02-04-16-27-47,8.182167053222656,4.2,1.038,20.16
4.13872942693606,0.060935796040217614,0.9328111928742829,2022-02-04-16-27-47,8.556136846542358,4.2,1.031,20.16
4.1393865916582735,0.05929293166884016,0.9395928744753598,2022-02-04-16-27-48,8.99394416809082,4.2,1.031,20.16
4.139715174021631,0.05929293166884016,0.944307499522879,2022-02-04-16-27-48,9.36634111404419,4.2,1.025,20.16
4.139550882839765,0.06011436385444035,0.9459732400814488,2022-02-04-16-27-49,9.787378072738647,4.2,1.019,20.16
4.139222300477157,0.05978579098017913,0.9497382701417789,2022-02-04-16-27-49,10.16211462020874,4.2,1.015,20.16
4.139715174021631,0.060442936728729905,0.9516778310768859,2022-02-04-16-27-49,10.566402196884155,4.2,1.015,20.16
4.140043756386487,0.05420005212195817,0.9520994747521351,2022-02-04-16-27-50,10.984432458877563,4.2,1.009,20.16
4.140043756386487,0.05682863511308348,0.9502813471758935,2022-02-04-16-27-50,11.406194686889648,4.2,1.005,20.16
4.1408652123051946,0.06011436385444035,0.9516778310506572,2022-02-04-16-27-51,11.805049180984497,4.2,1.005,20.16
4.1408652123051946,0.05765006729816357,0.9504739656277792,2022-02-04-16-27-51,12.20962142944336,4.2,1.0,20.16
4.140700921120703,0.05682863511308348,0.949925969536116,2022-02-04-16-27-51,12.59940767288208,4.2,0.997,20.16
4.1408652123051946,0.05748578086113389,0.9502084666775568,2022-02-04-16-27-52,13.020620822906494,4.2,0.997,20.16
4.141193794675304,0.058635785920486246,0.949959934187714,2022-02-04-16-27-52,13.425354957580566,4.2,0.993,20.16
4.1408652123051946,0.058635785920486246,0.9511536253618341,2022-02-04-16-27-53,13.814022302627563,4.2,0.99,20.16
4.141522377046913,0.056335775802116975,0.9501361287276544,2022-02-04-16-27-53,14.18985629081726,4.2,0.99,20.16
4.141193794675304,0.056335775802116975,0.9495017382452219,2022-02-04-16-27-53,14.59579610824585,4.2,0.987,20.16
4.141850959420024,0.05765006729816357,0.9494676336535731,2022-02-04-16-27-54,14.969821214675903,4.2,0.982,20.16
4.141522377046913,0.05436433855885375,0.9484883307846821,2022-02-04-16-27-54,15.390391111373901,4.2,0.982,20.16
4.141850959420024,0.05765006729816357,0.948706588704287,2022-02-04-16-27-55,15.810139179229736,4.2,0.98,20.16
4.142015250607143,0.05567863005425597,0.9477591262328269,2022-02-04-16-27-55,16.23171305656433,4.2,0.977,20.16
4.142015250607143,0.053542906374441195,0.9471141581846677,2022-02-04-16-27-55,16.635220050811768,4.2,0.974,20.16
4.1425081241707495,0.05469291143266462,0.9456761707100044,2022-02-04-16-27-56,17.069796085357666,4.2,0.974,20.16
4.142179541794636,0.052392901316535775,0.9443074993982506,2022-02-04-16-27-56,17.47757577896118,4.2,0.971,20.16
4.1423438329825055,0.05518577074343042,0.9430008478109859,2022-02-04-16-27-57,17.868716716766357,4.2,0.971,20.16
4.142179541794636,0.05009289120165865,0.9411910523141198,2022-02-04-16-27-57,18.22907328605652,4.2,0.968,20.16
4.142672415359369,0.05518577074343042,0.9400086692289168,2022-02-04-16-27-57,18.5892550945282,4.2,0.966,20.16
4.142672415359369,0.054528624995755906,0.9392707982658521,2022-02-04-16-27-58,18.995954275131226,4.2,0.966,20.16
4.143493871308097,0.05042146407513743,0.9381605831586584,2022-02-04-16-27-58,19.401082277297974,4.2,0.964,20.16
4.142836706548364,0.05206432844290621,0.9370298035375101,2022-02-04-16-27-59,19.805106163024902,4.2,0.961,20.16
4.1425081241707495,0.05436433855885375,0.9358802476213562,2022-02-04-16-27-59,20.211293697357178,4.2,0.961,20.16
4.142836706548364,0.05255718775336013,0.9346861843795331,2022-02-04-16-27-59,20.597017288208008,4.2,0.959,20.16
4.1433295801176016,0.055514343617307456,0.9343811984295851,2022-02-04-16-28-00,20.987406730651855,4.2,0.956,20.16
