Vbattery, sensor current, sma current, sma Vbattery, error, timestamp, time, electronic load voltage, electronic load current, temperature
4.138236553398339,-0.036650346895750884,-0.12051145375340577,4.1355488158490665,0.0001343050361575626,2022-03-02-17-32-55,7.821458101272583,4.174031,0.00227,19.37
4.138072262219847,-0.03385747749185666,-0.12329529414647238,4.1355676772218715,0.00015683807691185765,2022-03-02-17-32-56,7.980969429016113,4.164452,0.00219,19.37
4.137415097509633,-0.03812892481564751,-0.1270242951913537,4.135579745463814,0.00017223407694463296,2022-03-02-17-32-56,8.164865732192993,4.141013,0.002502,19.27
4.020439873753152,-0.2461155586617489,-0.3663000109454299,4.135012863648897,0.0003277338771280368,2022-03-02-17-32-56,8.325973272323608,4.136039,0.00315,19.37
4.017975510089351,-0.24660841801088207,-0.562275983877036,4.134475973993378,0.0006006919040069019,2022-03-02-17-32-56,8.528293132781982,4.108055,0.308653,19.76
4.017154055552958,-0.242994116121515,-0.7258096469254844,4.133977691893973,0.0009333591599636272,2022-03-02-17-32-56,8.679020166397095,4.035625,1.087671,19.37
4.014196819297283,-0.2443084077165057,-0.8671993329219114,4.133508917903359,0.0012930906937456538,2022-03-02-17-32-56,8.837104320526123,3.91398,2.380665,19.37
4.013046783007465,-0.24463698061545686,-0.9880837720061241,4.133070143570151,0.0016607318129345152,2022-03-02-17-32-57,8.997751235961914,3.903231,2.469997,19.37
4.01321107390492,-0.2443084077165057,-1.0918686232654993,4.132658625266993,0.002024944261918875,2022-03-02-17-32-57,9.201503038406372,3.888602,2.59971,19.17
4.0112395831594645,-0.24348697546948417,-1.184072660389561,4.13226972377739,0.0023790337862367576,2022-03-02-17-32-57,9.3565354347229,3.88761,2.59971,19.27
4.009760965134726,-0.24677270446063432,-1.2678449024616758,4.131899247588179,0.0027201483397310457,2022-03-02-17-32-57,9.509886264801025,3.886071,2.599718,19.37
4.010911001373645,-0.24742985025984937,-1.342665527071841,4.131548293982225,0.0030466343222005973,2022-03-02-17-32-57,9.671337366104126,3.88533,2.599734,19.47
4.008446638026332,-0.24397983481763608,-1.4087678624134365,4.131213382610237,0.003357397832708178,2022-03-02-17-32-57,9.857901334762573,3.884131,2.599758,19.27
4.009103801577623,-0.24841556895929195,-1.4693673167935237,4.130895515124151,0.0036524695557488187,2022-03-02-17-32-58,10.026718616485596,3.883524,2.599766,19.17
4.006803729173531,-0.24315840257081783,-1.5226606879617857,4.130589559900897,0.003932262058964285,2022-03-02-17-32-58,10.211344480514526,3.882488,2.599758,19.37
4.0072966018255585,-0.24332268902014081,-1.5716909855166474,4.130296061482858,0.004197690749584788,2022-03-02-17-32-58,10.383823871612549,3.881525,2.599806,19.37
4.006146565642578,-0.24562269931280056,-1.616053284701751,4.130014335255897,0.004449244210762234,2022-03-02-17-32-58,10.568297863006592,3.881051,2.599806,19.37
4.005653692998175,-0.24397983481763608,-1.6566358401902137,4.129743023235872,0.004687787622064395,2022-03-02-17-32-58,10.756778955459595,3.880222,2.599798,19.47
4.004996529477386,-0.24348697546948417,-1.6943396950279617,4.129481640201615,0.00491406541101733,2022-03-02-17-32-59,10.960615873336792,3.879452,2.599798,19.37
4.003846493329977,-0.24332268902014081,-1.7279171336846921,4.129227496908246,0.005129080217399793,2022-03-02-17-32-59,11.151390552520752,3.879038,2.599798,19.27
4.004503656840605,-0.24151553807869997,-1.7589820473081068,4.128982800348663,0.005333507603246056,2022-03-02-17-32-59,11.351982593536377,3.878342,2.599806,19.37
4.003025038949856,-0.2451298399640367,-1.7900787471891133,4.128745866955838,0.005527904547648726,2022-03-02-17-32-59,11.539603471755981,3.877661,2.599806,19.27
4.00286074807492,-0.2479227096094775,-1.8184754657269557,4.128517142587369,0.005712889946265801,2022-03-02-17-33-00,11.944361925125122,3.876639,2.599766,19.37
4.002039293705682,-0.24775842315958074,-1.8460275790342473,4.128294006990757,0.005889200448254928,2022-03-02-17-33-00,12.45808744430542,3.875114,2.599774,19.27
4.000232094125267,-0.24348697546948417,-1.8702910176099794,4.128075306669651,0.006057595574203007,2022-03-02-17-33-01,12.970280647277832,3.873663,2.599798,19.47
3.999082058051479,-0.2426655432229703,-1.8933895549207815,4.127861923986745,0.006218690275920145,2022-03-02-17-33-01,13.488896369934082,3.872671,2.599822,19.37
3.999082058051479,-0.2426655432229703,-1.9151090750787005,4.127654151421441,0.006372989408922392,2022-03-02-17-33-02,14.001384973526001,3.871427,2.599766,19.17
3.9969462768186927,-0.2443084077165057,-1.9352883968073369,4.127451056306819,0.006520958544081568,2022-03-02-17-33-02,14.531604528427124,3.870554,2.599814,19.47
3.995467659078009,-0.24989414700985735,-1.9552050237227487,4.1272509854415675,0.006663168989556409,2022-03-02-17-33-03,15.0319082736969,3.869384,2.59983,19.27
3.995467659078009,-0.24151553807869997,-1.9732598180424166,4.127056261315931,0.006799940966291013,2022-03-02-17-33-03,15.55197262763977,3.8686,2.59979,19.47
3.9934961688027153,-0.2469369909104071,-1.9911533752507327,4.126864369231441,0.006931685810472794,2022-03-02-17-33-04,16.075178146362305,3.867489,2.59979,19.47
3.992839005389199,-0.2425012567737282,-2.00700907639356,4.126676785538135,0.007058719894747025,2022-03-02-17-33-04,16.59084701538086,3.866527,2.599806,19.27
3.9913603877299533,-0.2497298605597112,-2.023412284571398,4.126492550956372,0.007181340678598503,2022-03-02-17-33-05,17.105381727218628,3.865786,2.599806,19.37
3.9910318060318777,-0.24710127736020054,-2.03847866340478,4.126312317541457,0.007299797684588579,2022-03-02-17-33-05,17.606704711914062,3.864883,2.599798,19.47
3.990538933487477,-0.2469369909104071,-2.053169474781811,4.126135991894758,0.007414276683661161,2022-03-02-17-33-06,18.133405685424805,3.864173,2.599814,19.37
3.9895531884084385,-0.24480126706496308,-2.066895133468597,4.12596260146048,0.007525024563283977,2022-03-02-17-33-06,18.645238876342773,3.863373,2.599766,18.97
3.9888960250296437,-0.24463698061545686,-2.080078902611216,4.125792199817391,0.0076322731638783755,2022-03-02-17-33-07,19.157707452774048,3.862514,2.59979,19.27
3.9880745708142835,-0.24562269931280056,-2.0923650433048686,4.125624651855331,0.007736223631598288,2022-03-02-17-33-07,19.672974586486816,3.861892,2.599806,19.47
3.9888960250296437,-0.2443084077165057,-2.1042816447240416,4.12546165501002,0.007836991579218376,2022-03-02-17-33-08,20.19144320487976,3.861167,2.599806,19.96
3.986103080734278,-0.24348697546948417,-2.115289449729037,4.125299453440795,0.007934797303950004,2022-03-02-17-33-08,20.709646701812744,3.860545,2.599798,19.37
3.9862673715722914,-0.24775842315958074,-2.1260787653989905,4.125140887558136,0.008029780031365234,2022-03-02-17-33-09,21.220547199249268,3.859864,2.599734,19.07
3.986431662410666,-0.24644413156115047,-2.136903052240326,4.124985288018124,0.008122050767057964,2022-03-02-17-33-09,21.72868847846985,3.859257,2.599758,19.37
3.9854459173858365,-0.2462798451114394,-2.1468785721076555,4.124832032744156,0.008211733473864127,2022-03-02-17-33-10,22.231913089752197,3.858576,2.599822,19.37
3.985281626549629,-0.2462798451114394,-2.1966802290339444,4.124681437391512,0.008298951829304608,2022-03-02-17-33-10,22.77925419807434,3.857909,2.599814,19.37
3.9841315907062884,-0.24726556381001463,-2.2473439131082844,4.124533077669161,0.008383812226570189,2022-03-02-17-33-11,23.29160714149475,3.857376,2.599798,19.37
3.9842958815399685,-0.24315840257081783,-2.297596175106258,4.124387258995363,0.008466428615294848,2022-03-02-17-33-11,23.801361083984375,3.856755,2.599838,18.78
3.982981554880639,-0.24742985025984937,-2.348553732022962,4.1242431114661215,0.008546916841802513,2022-03-02-17-33-12,24.322965383529663,3.856237,2.599822,19.37
3.9815029374165056,-0.2489084283092931,-2.3992761906606135,4.124100497126434,0.008625412613845715,2022-03-02-17-33-12,24.836739778518677,3.855644,2.599878,19.27
3.9803529016312744,-0.24348697546948417,-2.453544715187921,4.12396032349311,0.008701974457249217,2022-03-02-17-33-13,25.347235679626465,3.855156,2.59983,19.47
3.981338646588962,-0.24742985025984937,-2.503992892463028,4.123822517992137,0.008776699466811045,2022-03-02-17-33-13,25.84478449821472,3.854578,2.599862,19.27
3.9806814832823934,-0.242994116121515,-2.553579042602643,4.123686630331239,0.008849640666661836,2022-03-02-17-33-14,26.381725072860718,3.854016,2.599854,19.37
3.980845774108494,-0.24677270446063432,-2.6042427266375774,4.123552947534082,0.008920862251144255,2022-03-02-17-33-14,26.893807888031006,3.853601,2.599822,19.37
3.9801886108062554,-0.24447269416597106,-2.629359061908916,4.123421187520153,0.008990416773553141,2022-03-02-17-33-15,27.40812659263611,3.853039,2.59983,19.17
3.979367156686572,-0.2454584128631921,-2.6295745686970826,4.123290873292292,0.009058391382939837,2022-03-02-17-33-16,27.92588710784912,3.852639,2.599846,19.37
3.9795314475097876,-0.2469369909104071,-2.6300251738004716,4.123162767017339,0.009124829798509863,2022-03-02-17-33-16,28.433316230773926,3.852031,2.599862,19.37
3.9787099933973162,-0.2475941367097047,-2.629848850064855,4.123036000757809,0.00918980026908457,2022-03-02-17-33-17,28.938920497894287,3.851647,2.599846,19.37
3.9783814117548517,-0.2469369909104071,-2.6305541450093592,4.122911055017617,0.009253353693169304,2022-03-02-17-33-17,29.482032537460327,3.851129,2.59987,19.27
3.9767385035641585,-0.24118696518051835,-2.6304757789045192,4.122787554038222,0.009315537054761704,2022-03-02-17-33-18,29.998844623565674,3.850655,2.59991,19.37
3.9778885392938594,-0.24365126191884784,-2.6300055822758397,4.122666207555905,0.009376397578014516,2022-03-02-17-33-18,30.512003898620605,3.85024,2.599838,19.37
3.977231376017582,-0.2479227096094775,-2.630495370431551,4.122546069591798,0.009435988723667237,2022-03-02-17-33-19,31.00727152824402,3.849796,2.599886,19.47
3.975752758667042,-0.2462798451114394,-2.6303582297478165,4.122427127242317,0.009494357612126083,2022-03-02-17-33-19,31.53731083869934,3.849411,2.599878,19.47
3.975424177037552,-0.24578698576242947,-2.6298880331180263,4.122309391558627,0.009551572978356461,2022-03-02-17-33-20,32.0487334728241,3.848922,2.599878,19.37
3.976245631113979,-0.2451298399640367,-2.6302602721165687,4.122193602564102,0.009607654737923908,2022-03-02-17-33-20,32.5642831325531,3.848493,2.599862,19.37
3.975424177037552,-0.24348697546948417,-2.6294570195411877,4.122078764919395,0.009662648111839936,2022-03-02-17-33-21,33.079299449920654,3.848123,2.599854,19.37
3.9744384321577284,-0.24808699605939494,-2.6300447653280727,4.121965608226092,0.009716568564748635,2022-03-02-17-33-21,33.60968089103699,3.847694,2.59983,19.27
3.9739455597226794,-0.2461155586617489,-2.6310831162180954,4.121853568345415,0.009769465571309673,2022-03-02-17-33-22,34.122154235839844,3.847264,2.599838,19.37
3.9734526872908713,-0.2512084386117795,-2.6322977908459504,4.121742671191804,0.009821379168736094,2022-03-02-17-33-22,34.638182401657104,3.84685,2.599822,19.37
3.9744384321577284,-0.2495655741095859,-2.6332969586845913,4.121633161377891,0.009872346106067983,2022-03-02-17-33-23,35.13529944419861,3.846509,2.599862,19.57
3.9729598148623038,-0.24365126191884784,-2.634335309573716,4.121524842292907,0.009922375532933,2022-03-02-17-33-23,35.66836166381836,3.84608,2.599838,19.67
3.9724669424369767,-0.24775842315958074,-2.635608758778045,4.121417832190384,0.009971507203832757,2022-03-02-17-33-24,36.15410852432251,3.845769,2.599806,19.47
3.9724669424369767,-0.2451298399640367,-2.6356675333555892,4.121311691236063,0.010019781023975612,2022-03-02-17-33-24,36.69583606719971,3.845354,2.599894,19.47
3.971809779208247,-0.2443084077165057,-2.6361769130375086,4.121206702990106,0.010067216433502859,2022-03-02-17-33-25,37.21223163604736,3.84497,2.59983,19.76
3.9711526159852766,-0.24578698576242947,-2.6356675333550017,4.121102681489503,0.010113845365128358,2022-03-02-17-33-25,37.72588658332825,3.844658,2.599806,19.37
3.971481197596042,-0.25022271991021233,-2.6359614062492,4.121000168001004,0.010159677965056521,2022-03-02-17-33-26,38.23769760131836,3.844274,2.59983,19.37
3.9716454884019643,-0.2495655741095859,-2.6364707859316,4.120898514230623,0.010204745839494208,2022-03-02-17-33-26,38.75251340866089,3.843858,2.599774,19.47
3.9713169067904794,-0.24365126191884784,-2.6367842503513708,4.120798002046612,0.01024906170679693,2022-03-02-17-33-27,39.2791314125061,3.843562,2.59987,19.96
3.970002580358932,-0.24036553293541585,-2.6370193486670366,4.120698208006773,0.010292653691184157,2022-03-02-17-33-27,39.7960569858551,3.843193,2.59983,19.47
3.970002580358932,-0.2494012876594815,-2.638077291083858,4.120599996705714,0.010335523736254239,2022-03-02-17-33-28,40.29429650306702,3.842896,2.599822,19.37
3.970002580358932,-0.24660841801088207,-2.637803009716021,4.120502505725441,0.010377703952218823,2022-03-02-17-33-28,40.82334518432617,3.842482,2.59991,19.47
3.97033116196466,-0.24841556895929195,-2.638331980923865,4.120406293379713,0.010419200596924513,2022-03-02-17-33-29,41.3381404876709,3.842215,2.59987,19.07
3.968523963150964,-0.2469369909104071,-2.638625853817179,4.120310755585644,0.010460034761404152,2022-03-02-17-33-29,41.8502733707428,3.841875,2.599814,19.37
3.9695097079530384,-0.2441441212670607,-2.6389589097627977,4.12021612614699,0.010500239251916562,2022-03-02-17-33-30,42.37838268280029,3.841534,2.599886,19.47
3.968852544750217,-0.24397983481763608,-2.6382340232916968,4.120122608864585,0.01053981086612868,2022-03-02-17-33-30,42.87797784805298,3.841238,2.599822,19.57
3.9681953815531497,-0.24775842315958074,-2.6379989249769733,4.120029354071959,0.010578793631896065,2022-03-02-17-33-31,43.38928031921387,3.840883,2.599902,19.47
3.967538218361836,-0.2443084077165057,-2.637626685978544,4.1199371718057165,0.010617193447741397,2022-03-02-17-33-31,43.88004279136658,3.840616,2.599902,19.47
3.9668810551762754,-0.2479227096094775,-2.63725444698067,4.1198457249048905,0.010655029849106544,2022-03-02-17-33-32,44.41386866569519,3.840291,2.59987,19.27
3.9681953815531497,-0.24332268902014081,-2.637430770717117,4.119755837188343,0.010692296646489857,2022-03-02-17-33-33,44.93240523338318,3.840009,2.599846,19.47
3.9660596012024123,-0.24135125162959914,-2.636431602880266,4.119665769433126,0.010729030741095612,2022-03-02-17-33-33,45.44728207588196,3.839683,2.59995,19.47
3.966552473585652,-0.24217268387530477,-2.635980997777619,4.119576997579877,0.010765238969461494,2022-03-02-17-33-34,45.951555490493774,3.839417,2.599926,19.47
3.966388182790879,-0.2459512722120789,-2.6366471096689175,4.1194890659655545,0.010800928312209584,2022-03-02-17-33-34,46.484761476516724,3.839092,2.599838,19.57
3.966223891996466,-0.24710127736020054,-2.6363140537226073,4.1194016083816365,0.010836119744582913,2022-03-02-17-33-35,46.993064641952515,3.838781,2.59983,19.37
3.966223891996466,-0.24480126706496308,-2.636529560511465,4.119314968038573,0.010870827756235846,2022-03-02-17-33-35,47.50904178619385,3.838484,2.599774,19.27
3.9660596012024123,-0.24447269416597106,-2.6364120113540377,4.119229204183578,0.010905057563833307,2022-03-02-17-33-36,48.022077798843384,3.838217,2.599854,19.57
3.9649095656540996,-0.24167982452782094,-2.634825097730448,4.119143764540715,0.010938831506177651,2022-03-02-17-33-36,48.537094831466675,3.837966,2.599774,19.57
3.965402438029792,-0.2479227096094775,-2.634374492627321,4.119059457013278,0.010972151649653058,2022-03-02-17-33-37,49.069445848464966,3.83767,2.599862,19.47
3.9640881117017988,-0.2489084283092931,-2.6350993790980706,4.118975493647142,0.011005033695846125,2022-03-02-17-33-37,49.54175567626953,3.837418,2.599814,19.57
3.9649095656540996,-0.24808699605939494,-2.6349818299407484,4.118892505574865,0.011037470612267605,2022-03-02-17-33-38,50.08073019981384,3.837107,2.599798,19.47
3.964580984072102,-0.24562269931280056,-2.63449204178443,4.1188100393665446,0.011069457935323181,2022-03-02-17-33-38,50.597495555877686,3.836782,2.599878,19.47
3.963266657758479,-0.2462798451114394,-2.634472450258146,4.118728125452539,0.011101006582086775,2022-03-02-17-33-39,51.11469030380249,3.836589,2.59995,19.27
3.9629380761836654,-0.24447269416597106,-2.6340414366810294,4.118646946709869,0.01113212858437179,2022-03-02-17-33-39,51.63886594772339,3.836263,2.599854,19.47
3.9639238209124166,-0.24348697546948417,-2.6339826621022198,4.118566796102925,0.011162825622268828,2022-03-02-17-33-40,52.16137480735779,3.835952,2.599894,19.57
3.9634309485464247,-0.24825128250933304,-2.6332969586833594,4.118483049425154,0.01119312460179461,2022-03-02-17-33-40,52.672274112701416,3.835716,2.599838,19.47
3.9637595301233937,-0.2492370012093979,-2.633649606156224,4.11840406838847,0.011223045404853867,2022-03-02-17-33-41,53.182817697525024,3.835493,2.599894,19.86
