Vbattery, sensor current, sma current, sma Vbattery, timestamp, time, electronic load voltage, electronic load current, temperature
4.185881011041737,-0.03287175887881745,-0.1151002746672268,4.186519921611212,2022-02-17-17-49-39,2159.032851457596,4.183448,0.002406,19.27
4.125093260302632,-0.13801507851515754,-0.1278151742066738,4.18587271376752,2022-02-17-17-49-40,2159.4399230480194,4.167368,0.178695,19.27
4.1214788551209915,-0.1398222293489133,-0.15375435293170023,4.1845550650238215,2022-02-17-17-49-40,2159.8463139533997,4.068583,1.275551,19.27
4.1191787791904275,-0.13587935480421864,-0.17842008254558975,4.183192609607396,2022-02-17-17-49-41,2160.2813622951508,4.056369,1.300006,19.27
4.118357323518671,-0.13505792260818233,-0.20326213587058048,4.18179032602757,2022-02-17-17-49-41,2160.687597990036,4.054666,1.30003,19.27
4.117371576724876,-0.1367007870005199,-0.22816296377764264,4.180379744919029,2022-02-17-17-49-41,2161.0948004722595,4.053615,1.30003,19.27
4.116714412203141,-0.14212223950288538,-0.2544351984281583,4.178954228258023,2022-02-17-17-49-42,2161.528678417206,4.05246,1.29999,19.27
4.114578627548715,-0.1394936564699506,-0.279629899218098,4.177507138017918,2022-02-17-17-49-42,2161.9645850658417,4.051409,1.300046,19.27
4.1149072097991395,-0.1398222293489133,-0.3054515288011126,4.176043452714467,2022-02-17-17-49-43,2162.3705554008484,4.05049,1.300022,19.27
4.11425004529978,-0.1378507920757902,-0.3298625685954968,4.1745664913555585,2022-02-17-17-49-43,2162.807340145111,4.049617,1.300094,19.27
4.112607134077474,-0.1386722242727348,-0.3543323829632225,4.173074594446862,2022-02-17-17-49-44,2163.212798833847,4.048995,1.300054,19.27
4.111621387361978,-0.13932937003048568,-0.3785866905568898,4.171567761980084,2022-02-17-17-49-44,2163.6199069023132,4.048313,1.30003,19.27
4.111949969598986,-0.13834365139392452,-0.40350710999898876,4.1700443344506954,2022-02-17-17-49-44,2164.024873495102,4.047707,1.300054,19.27
