Vcell, time, current, temperature
3.8702781289649937,3.5203609466552734,0.07867873129978296,21.44
3.8714281630815655,4.2329041957855225,0.08163588718580399,21.44
3.8729067783995634,4.994704723358154,0.07440728391385037,21.44
3.873728231366292,5.757407188415527,0.07999302280432577,21.44
3.874385393745994,6.52151083946228,0.08525018882825346,21.35
3.8752068467285232,7.286038637161255,0.08574304814348005,21.44
3.8756997185222546,8.0554518699646,0.08722162608966873,21.44
3.876685462119202,8.81283164024353,0.0864001938972471,21.54
3.877671205728799,9.577540874481201,0.08492161595148251,21.44
3.878656949351048,10.325297355651855,0.08081445499495299,21.54
3.87931411177291,11.089855432510376,0.08525018882825346,21.54
3.87931411177291,11.851743936538696,0.0829501786916356,21.44
3.880464146024707,12.614479303359985,0.08508590238986331,21.44
3.88144988968282,13.381725788116455,0.0818001736240012,21.44
3.8816141802937363,14.139525651931763,0.08492161595148251,21.44
3.8825999239666245,14.910434246063232,0.07522871610300522,21.44
3.8829285051937354,15.692155361175537,0.08820734472088927,21.35
3.8837499582676718,16.47336459159851,0.08311446512990554,21.54
3.884407120733156,17.250818252563477,0.08262160581512314,21.44
3.88407853949971,18.009713411331177,0.08410018375971799,21.44
3.8852285738229333,18.779142379760742,0.0868930532126716,21.25
3.885721445681025,19.49268388748169,0.07867873129978296,21.35
3.8860500269215135,20.258443355560303,0.08459304307474885,21.35
3.8865428987848873,21.036007165908813,0.08245731937688058,21.44
3.887200061274318,21.75364899635315,0.08459304307474885,21.35
3.8880215143940333,22.474074840545654,0.08541447526665295,21.35
3.8880215143940333,23.249882698059082,0.07325727884938481,21.44
3.888678676896148,24.024041891098022,0.07720015335784189,21.44
3.8895001300317213,24.78913450241089,0.07818587198572433,21.35
3.8899930019172957,25.568307876586914,0.08311446512990554,21.44
3.8899930019172957,26.346532583236694,0.07802158554772223,21.54
3.8906501644363303,27.123912572860718,0.08245731937688058,21.35
3.8911430363293076,27.83991265296936,0.07687158048195022,21.35
3.8921287801247866,28.61482548713684,0.07900730417586582,21.44
3.891800198858216,29.397072553634644,0.07999302280432577,21.54
3.8916359082254606,30.11659073829651,0.07802158554772223,21.64
3.8922930707586008,30.878888845443726,0.08475732951311102,21.35
3.89278594266216,31.62648105621338,0.08032159568054992,21.44
3.893278814568895,32.39605689048767,0.07785729910972883,21.44
3.894100267753843,33.17384648323059,0.07720015335784189,21.54
3.894264558391892,33.88059854507446,0.08672876677418728,21.35
3.8945931396690474,34.65071964263916,0.07835015842373513,21.35
3.8947574303081547,35.36728239059448,0.08212874650042275,21.44
3.895250302227594,36.133333921432495,0.07966444992813711,21.54
3.895743174150211,36.91079378128052,0.08508590238986331,21.44
3.8954145928681134,37.69235420227051,0.07950016349005606,21.35
3.8959074647917897,38.467830181121826,0.08459304307474885,21.35
3.896236046076006,39.2453510761261,0.08492161595148251,21.44
3.8967289180049787,39.963048458099365,0.08327875156818462,21.35
3.8968932086486756,40.72560167312622,0.08360732444477036,21.44
3.8968932086486756,41.48915362358093,0.0827858922533748,21.44
3.897386080581886,42.255895137786865,0.08574304814348005,21.54
3.8977146618724596,43.0360062122345,0.08163588718580399,21.35
3.898371824457845,43.81577110290527,0.0855787617050618,21.25
3.898371824457845,44.596529722213745,0.08311446512990554,21.54
3.8985361151050744,45.34219408035278,0.08442875663639596,21.35
3.8990289870488835,46.11448621749878,0.08015730924243339,21.44
3.8995218589958722,46.89594769477844,0.08097874143310524,21.44
3.9001790215968053,47.662612438201904,0.08508590238986331,21.35
3.900343312247923,48.43964195251465,0.08590733458190768,21.44
3.9001790215968053,49.15540933609009,0.07818587198572433,21.44
3.900507602899393,49.925344944000244,0.079828736366227,21.44
3.9008361842033943,50.70180654525757,0.08722162608966873,21.54
3.901657637469585,51.457608699798584,0.07900730417586582,21.44
3.901821928123884,52.233914613723755,0.07933587705198383,21.54
3.9021505094335427,53.01009654998779,0.0806501685568097,21.35
3.901821928123884,53.773468017578125,0.08410018375971799,21.44
3.902479090744616,54.55284786224365,0.07769301267174411,21.44
3.902479090744616,55.335471868515015,0.08525018882825346,21.35
3.9026433814006833,56.11193490028381,0.08377161088307701,21.35
3.9033005440284887,56.89281964302063,0.07785729910972883,21.54
3.904121997321205,57.67370128631592,0.08262160581512314,21.44
3.903793416003057,58.44794464111328,0.08656448033571246,21.44
3.904121997321205,59.21747589111328,0.07818587198572433,21.44
3.903793416003057,59.93553376197815,0.0829501786916356,21.54
3.904450578640769,60.71389436721802,0.08459304307474885,21.54
3.904943450622768,61.47744607925415,0.07999302280432577,21.35
3.9046148693010814,62.254674673080444,0.08360732444477036,21.35
3.9054363226079514,63.02137589454651,0.08722162608966873,21.44
3.9054363226079514,63.802860736846924,0.07851444486175468,21.54
3.9054363226079514,64.5836169719696,0.07835015842373513,21.44
3.9060934852598193,65.36421155929565,0.07654300760609295,21.44
3.9057649039331777,66.1460657119751,0.08048588211867536,21.44
3.9064220665878766,66.92199778556824,0.08327875156818462,21.54
3.9057649039331777,67.69695806503296,0.08459304307474885,21.35
3.9062577759236707,68.46112322807312,0.07867873129978296,21.35
3.907079229248241,69.17091703414917,0.0767072940440173,21.44
3.9072435199142164,69.94469571113586,0.07752872623376805,21.44
3.9072435199142164,70.72546029090881,0.08607162102034473,21.44
3.90806497324941,71.50395178794861,0.08163588718580399,21.44
3.90773639191427,72.28593945503235,0.08229303293864712,21.44
3.90806497324941,73.05357193946838,0.08114302787126643,21.64
