Vcell, sensor current, smooth current, timestamp, time, supply voltage, supply current, temperature
4.035554639352852,0.07966444992813711,0.8609063795445422,2022-02-08-12-49-12,8.538969039916992,4.11,1.302,19.76
4.036376094093583,0.08229303293864712,0.9616527167537476,2022-02-08-12-49-13,9.08467173576355,4.11,1.302,19.76
4.0367046759924365,0.08360732444477036,1.0322773646978112,2022-02-08-12-49-13,9.63370966911316,4.12,1.301,19.76
4.03752613074597,0.08147160074761581,1.0703436972455267,2022-02-08-12-49-14,10.179182529449463,4.12,1.301,19.76
4.038676167416283,0.08327875156818462,1.096548115089202,2022-02-08-12-49-15,10.70956015586853,4.12,1.301,19.76
4.038676167416283,0.08212874650042275,1.1138251272127608,2022-02-08-12-49-15,11.256476402282715,4.12,1.301,19.76
4.038676167416283,0.08705733965116541,1.1316006328675978,2022-02-08-12-49-16,11.802402019500732,4.12,1.301,19.76
4.039661913147968,0.08541447526665295,1.1446131052451696,2022-02-08-12-49-16,12.314839839935303,4.12,1.301,19.76
4.039333331235942,0.08015730924243339,1.1530227304012182,2022-02-08-12-49-17,12.847219467163086,4.12,1.301,19.76
4.040647658892829,0.08032159568054992,1.1602227982643323,2022-02-08-12-49-17,13.390844583511353,4.12,1.301,19.76
4.040811949851587,0.08377161088307701,1.1668915147771055,2022-02-08-12-49-18,13.922301292419434,4.12,1.301,19.76
4.041469113690282,0.08048588211867536,1.1722130953321828,2022-02-08-12-49-18,14.455198526382446,4.12,1.301,19.76
4.041469113690282,0.08442875663639596,1.178004530201015,2022-02-08-12-49-19,14.966826915740967,4.12,1.301,19.76
4.042290568496892,0.08377161088307701,1.1824855848072484,2022-02-08-12-49-19,15.496206760406494,4.12,1.301,19.76
4.0426191504221,0.08426447019805235,1.1860708338320043,2022-02-08-12-49-20,16.009626626968384,4.12,1.301,19.76
4.042783441385253,0.08163588718580399,1.1890800920282198,2022-02-08-12-49-20,16.555211782455444,4.12,1.301,19.76
4.043933478137584,0.08147160074761581,1.1913970810482342,2022-02-08-12-49-21,17.10287594795227,4.12,1.301,19.76
4.043440605241529,0.08327875156818462,1.1935261625013858,2022-02-08-12-49-21,17.650187969207764,4.12,1.301,19.76
4.043933478137584,0.0829501786916356,1.19644096235423,2022-02-08-12-49-22,18.197312355041504,4.12,1.301,19.76
4.044426351036936,0.08015730924243339,1.1984531330705332,2022-02-08-12-49-23,18.757845163345337,4.12,1.301,19.76
4.044919223939587,0.08262160581512314,1.2000278360390384,2022-02-08-12-49-23,19.306053638458252,4.12,1.301,19.76
4.044919223939587,0.08229303293864712,1.2014272544790885,2022-02-08-12-49-24,19.879990100860596,4.12,1.301,19.76
4.045412096845537,0.08508590238986331,1.2035832579685648,2022-02-08-12-49-24,20.392789602279663,4.12,1.301,19.76
4.046233551696117,0.08147160074761581,1.2050757652525526,2022-02-08-12-49-25,20.906835556030273,4.12,1.301,19.76
4.046069260725268,0.0818001736240012,1.2060164845991388,2022-02-08-12-49-25,21.45267152786255,4.12,1.301,19.76
4.046069260725268,0.08377161088307701,1.2077704066124813,2022-02-08-12-49-26,21.966388463974,4.12,1.301,19.76
4.04738358850233,0.08212874650042275,1.2090269451408613,2022-02-08-12-49-26,22.483710289001465,4.12,1.301,19.76
4.046562133638917,0.08410018375971799,1.209902429385296,2022-02-08-12-49-27,22.99744415283203,4.13,1.301,19.76
4.04738358850233,0.08311446512990554,1.2109112813145924,2022-02-08-12-49-27,23.544389009475708,4.13,1.301,19.76
4.04738358850233,0.08097874143310524,1.2113327055602332,2022-02-08-12-49-28,24.078803300857544,4.13,1.301,19.76
4.047712170450263,0.08377161088307701,1.2123846627933248,2022-02-08-12-49-28,24.610766649246216,4.13,1.301,19.76
4.048040752399663,0.07900730417586582,1.2125922024906437,2022-02-08-12-49-29,25.158036708831787,4.13,1.301,19.76
4.047876461424779,0.0829501786916356,1.2141369707010665,2022-02-08-12-49-29,25.671250343322754,4.13,1.301,19.76
4.048862207279583,0.08672876677418728,1.2155127564366297,2022-02-08-12-49-30,26.188027143478394,4.13,1.301,19.76
4.0491907892341175,0.08097874143310524,1.2152987049421715,2022-02-08-12-49-31,26.702866554260254,4.13,1.301,19.76
4.049519371190121,0.0829501786916356,1.216208084478612,2022-02-08-12-49-31,27.249923706054688,4.13,1.301,19.76
4.049683662168674,0.07851444486175468,1.216339739521227,2022-02-08-12-49-32,27.764319896697998,4.13,1.301,19.76
4.050176535106531,0.0827858922533748,1.2172012706229751,2022-02-08-12-49-32,28.27715039253235,4.13,1.301,19.76
4.050669408047693,0.08229303293864712,1.2177329146141447,2022-02-08-12-49-33,28.80607533454895,4.13,1.301,19.76
4.050833699028813,0.08097874143310524,1.2175612592819582,2022-02-08-12-49-33,29.3546724319458,4.13,1.301,19.76
4.050505117066939,0.08196446006220745,1.2181278695037703,2022-02-08-12-49-34,29.90114736557007,4.13,1.301,19.76
4.051162280992157,0.08327875156818462,1.2185346658560068,2022-02-08-12-49-34,30.431819438934326,4.13,1.301,19.76
4.051655153939925,0.0855787617050618,1.219424414081684,2022-02-08-12-49-35,30.98923945426941,4.13,1.301,19.76
4.052148026890998,0.0829501786916356,1.2199553446440934,2022-02-08-12-49-35,31.51963496208191,4.13,1.301,19.76
4.052148026890998,0.08212874650042275,1.2205677169545146,2022-02-08-12-49-36,32.050128698349,4.13,1.301,19.76
4.052148026890998,0.08114302787126643,1.2210522230117848,2022-02-08-12-49-36,32.5948326587677,4.13,1.301,19.76
4.052476608860216,0.08311446512990554,1.2213767811209406,2022-02-08-12-49-37,33.109519243240356,4.13,1.301,19.76
4.052640899845375,0.08410018375971799,1.2222171969427489,2022-02-08-12-49-37,33.62571334838867,4.13,1.301,19.76
4.0534623547766815,0.0818001736240012,1.234579449042639,2022-02-08-12-49-38,34.13833737373352,4.13,1.301,19.76
4.053298063789686,0.07818587198572433,1.2403981318862114,2022-02-08-12-49-38,34.65352964401245,4.13,1.301,19.76
