Vbattery, sensor current, sma current, sma Vbattery, error, sma error, timestamp, time, electronic load voltage, electronic load current
3.566507695700635,-0.25844724556083837,-2.8242587273229183,3.5824188961363017,0.0006521800188135062,0.0007677913392894968,2022-07-06-15-01-54,12087.817564725876,3.433942,2.600022
3.5663434060979426,-0.261240131977245,-2.824219544035091,3.5820869979071377,0.0006538395097497924,0.000765796595274521,2022-07-06-15-01-55,12088.924662590027,3.433616,2.599982
3.564371930881839,-0.2627187189061336,-2.8238277111558836,3.581746802226349,0.0006621369613739647,0.0007638186137591199,2022-07-06-15-01-56,12090.015642166138,3.433291,2.599958
3.5645362204820383,-0.2635401560896176,-2.8240628108830625,3.5814049470537825,0.0006604774695963539,0.0007618071071658598,2022-07-06-15-01-57,12091.093655586243,3.432935,2.599934
3.564371930881839,-0.26025440735897054,-2.824160769102505,3.581059772898958,0.0006604774691599219,0.0007599799885440594,2022-07-06-15-01-58,12092.186508893967,3.432624,2.59999
3.5642076412818477,-0.2614044194137006,-2.8243958688292756,3.5807295341666037,0.0006455420466888918,0.0007580020071100661,2022-07-06-15-01-59,12093.307680130005,3.432255,2.59999
3.564371930881839,-0.26173299428667735,-2.8239060777304963,3.5804075928904515,0.00064056357230519,0.000755940212987482,2022-07-06-15-02-01,12094.435497522354,3.431899,2.600062
3.563057614087721,-0.2623901440328938,-2.8239452610183484,3.5800673972131203,0.0006488610255521496,0.0007540628067936991,2022-07-06-15-02-02,12095.548293113708,3.431529,2.600054
3.5622361660981454,-0.2650187430212761,-2.824493827048505,3.5797189040813477,0.0006571584799923052,0.000752285975813783,2022-07-06-15-02-03,12096.65790963173,3.431203,2.60007
3.561086138921457,-0.26255443146950275,-2.824552601980288,3.579358794513447,0.0006687749161204712,0.0007506432451153111,2022-07-06-15-02-04,12097.756738424301,3.430848,2.600046
3.5624004556956455,-0.26255443146950275,-2.8243762771847987,3.5790219178204725,0.0006720938952188181,0.0007490005143977581,2022-07-06-15-02-05,12098.849427223206,3.430507,2.600038
3.561579007710221,-0.26469016814741975,-2.82418036074501,3.5786734246904706,0.000677072366987633,0.0007474751214533536,2022-07-06-15-02-06,12099.97108387947,3.430196,2.599998
3.5614147181137588,-0.2637044435263804,-2.823906077729454,3.578336548000062,0.0006654559273941357,0.0007458491533121232,2022-07-06-15-02-07,12101.07867026329,3.429856,2.599958
3.5607575597299856,-0.2643615932736518,-2.8242783189642275,3.5779930333461816,0.0006720938908665913,0.0007443908105624021,2022-07-06-15-02-08,12102.187730073929,3.42953,2.600022
3.5607575597299856,-0.2591043953053092,-2.824356685539714,3.5776495186923007,0.0006720938908665913,0.0007430162805249405,2022-07-06-15-02-09,12103.283668279648,3.429175,2.600006
3.561743297306891,-0.2592686827414812,-2.824337093895833,3.5773209394575307,0.0006770723621977092,0.0007416585130040387,2022-07-06-15-02-10,12104.396605491638,3.428834,2.600014
3.560264690944334,-0.266661617391885,-2.8251599429414003,3.576985722261399,0.0006837103235600503,0.0007403677956189499,2022-07-06-15-02-12,12105.505672693253,3.428478,2.599982
3.5604289805393434,-0.261568706850178,-2.825061984721789,3.5766637809950548,0.0006737533754898264,0.0007389765030310334,2022-07-06-15-02-13,12106.627546548843,3.428138,2.599982
3.5589503741917237,-0.26222585659630676,-2.8249640265021254,3.5763252448197886,0.0006870293018733328,0.0007377528357987706,2022-07-06-15-02-14,12107.721103906631,3.427827,2.59999
3.559114663785074,-0.2627187189061336,-2.8251599429413363,3.575986708644093,0.0006870293014439344,0.0007365459311090015,2022-07-06-15-02-15,12108.846273422241,3.427472,2.59991
3.559443242972397,-0.264033018399972,-2.8251991262292413,3.5756631078889427,0.0006787318442791839,0.0007351881635819378,2022-07-06-15-02-16,12109.968526124954,3.427131,2.599966
3.5582932158203957,-0.2620615691597417,-2.8249836181459225,3.575331209680424,0.0006870292976470434,0.0007340818341483225,2022-07-06-15-02-17,12111.091083526611,3.426821,2.600086
3.558128926228082,-0.26288300634278644,-2.825434225955777,3.574982716559709,0.0006737533671126756,0.0007327743542753818,2022-07-06-15-02-18,12112.182725191116,3.426465,2.599934
3.559114663785074,-0.261240131977245,-2.824885659925253,3.5746557968228676,0.0006720938732779179,0.0007314165867834245,2022-07-06-15-02-19,12113.289684295654,3.42611,2.599926
3.5571431886785545,-0.2635401560896176,-2.825453817598624,3.5743106226873187,0.0006903482719862343,0.0007303773074990017,2022-07-06-15-02-20,12114.399858236313,3.425769,2.599838
3.5569788990876923,-0.261568706850178,-2.8255321841742664,3.5739604700784375,0.0006886887802878642,0.0007293715533070107,2022-07-06-15-02-22,12115.50994348526,3.425444,2.599966
3.5578003470440773,-0.2648544555843369,-2.825649734038028,3.5736285718711813,0.0006870292868726497,0.0007283322740385448,2022-07-06-15-02-23,12116.617726564407,3.425103,2.600006
3.556650319906589,-0.26058298223164134,-2.82490525156793,3.573298333158101,0.0006853697926964008,0.0007272259446107479,2022-07-06-15-02-24,12117.744057416916,3.424777,2.599886
3.556486030316348,-0.2627187189061336,-2.824689743484496,3.5729597969892737,0.0006803913185696024,0.0007261196152080182,2022-07-06-15-02-25,12118.86077260971,3.424407,2.599934
3.5574717678609016,-0.261568706850178,-2.8247289267723223,3.572644493695181,0.00067707233362326,0.0007248624229452458,2022-07-06-15-02-26,12119.937663078308,3.424052,2.599902
3.554843134425337,-0.26255443146950275,-2.8254930008836725,3.5722993195657566,0.0007003052040602214,0.0007239404814003896,2022-07-06-15-02-27,12121.019892215729,3.423755,2.59995
3.5551717136018817,-0.2679759168899698,-2.8263550332179337,3.5719641023828,0.0006969862207548738,0.000722985014788191,2022-07-06-15-02-28,12122.126874446869,3.423415,2.599902
3.5555002927792554,-0.26452588071052474,-2.8267272744527574,3.5716322041814332,0.0007003052023445074,0.000722130123409474,2022-07-06-15-02-29,12123.217747211456,3.423089,2.599894
3.554843134425337,-0.2627187189061336,-2.827099515687035,3.5712920085256763,0.000705283674296915,0.000721359044713639,2022-07-06-15-02-30,12124.3163793087,3.422734,2.599918
3.555007424013506,-0.26091155710439945,-2.82659013294461,3.5709567913431446,0.0007036241826516472,0.0007205879660257973,2022-07-06-15-02-32,12125.42268371582,3.422423,2.59999
3.554185976074733,-0.26304729377946123,-2.826668499520347,3.5706248931451405,0.0007003051981232062,0.0007196995495629492,2022-07-06-15-02-33,12126.559277057648,3.422068,2.59999
3.5535288177274422,-0.2650187430212761,-2.82731502376996,3.5702963139311983,0.0006969862140619875,0.0007187440829517752,2022-07-06-15-02-34,12127.666977643967,3.421698,2.599894
3.5540216864875993,-0.2633758686528768,-2.8276872650044345,3.569956118277597,0.0006853697744026304,0.0007177048036929294,2022-07-06-15-02-35,12128.766550302505,3.421386,2.599958
3.553200238555039,-0.26058298223164134,-2.827863589799431,3.5696192416085424,0.0006820507898557798,0.0007165817117423253,2022-07-06-15-02-36,12129.868091583252,3.421017,2.599878
3.5520502114581496,-0.25976154505012783,-2.8277656315799624,3.5692807054512925,0.0006837102780507346,0.0007154753823247101,2022-07-06-15-02-37,12130.980934143066,3.420691,2.599902
