Vbattery, sensor current, sma current, sma Vbattery, timestamp, time, supply voltage, supply current, temperature
4.162223069489227,0.030871378142209548,0.05813702769023555,4.132385261093173,2022-02-17-14-22-53,5.200501203536987,4.13,0.0,19.27
4.161894487022824,0.02972137308953567,0.1320193794778868,4.136330777299327,2022-02-17-14-22-54,5.608095407485962,4.2,0.702,19.27
4.162715943191659,0.029228513781312283,0.18931629123061475,4.1394059218924,2022-02-17-14-22-54,5.995372533798218,4.2,0.688,19.27
4.162880234426557,0.029885659525618797,0.2335298737003723,4.141859608344974,2022-02-17-14-22-55,6.399976491928101,4.2,0.688,19.27
4.162715943191659,0.028407081601025702,0.2695989015477292,4.143853749341558,2022-02-17-14-22-55,6.803228139877319,4.2,0.68,19.27
4.163208816897485,0.022328483470063252,0.2936607009156818,4.145529655597044,2022-02-17-14-22-55,7.209315776824951,4.2,0.674,19.27
4.1630445256618325,0.021671337726490086,0.3140277772597394,4.146924273552816,2022-02-17-14-22-56,7.627065658569336,4.2,0.674,19.27
4.163208816897485,0.02199991059826938,0.3320240292720858,4.148136620883385,2022-02-17-14-22-56,8.03122854232788,4.2,0.668,19.27
4.163373108133515,0.018549895445291262,0.34352515493487823,4.149204408752716,2022-02-17-14-22-57,8.435555696487427,4.2,0.664,19.27
4.163701690606706,0.021178478418848224,0.3560449236534491,4.1501450169767535,2022-02-17-14-22-57,8.841665983200073,4.2,0.659,19.27
4.163208816897485,0.02150705129060587,0.36628307518930436,4.150941740948799,2022-02-17-14-22-57,9.233243703842163,4.2,0.659,19.27
4.163537399369922,0.023149915649612492,0.3745199118637713,4.151666186893914,2022-02-17-14-22-58,9.636965990066528,4.2,0.655,19.27
4.164194564319322,0.020192759803660504,0.3834388966825743,4.152343396484477,2022-02-17-14-22-58,10.024205684661865,4.2,0.655,19.27
4.164194564319322,0.019699900496113847,0.3903987348626056,4.152942723489457,2022-02-17-14-22-59,10.428101539611816,4.2,0.652,19.27
4.164194564319322,0.019535614060271857,0.3963957262541524,4.153479572463777,2022-02-17-14-22-59,10.851679801940918,4.2,0.649,19.27
4.164358855557615,0.019207041188598128,0.401744645844904,4.153981764904461,2022-02-17-14-22-59,11.2564218044281,4.2,0.646,19.27
4.164523146796286,0.02249276990596569,0.40717842351972594,4.154453921682744,2022-02-17-14-23-00,11.644315004348755,4.2,0.646,19.27
4.164358855557615,0.016742744651469552,0.41074666539757954,4.154875408230611,2022-02-17-14-23-00,12.065594673156738,4.2,0.643,19.27
4.164523146796286,0.017892749702037736,0.41386529071926126,4.1552758992430565,2022-02-17-14-23-01,12.470187425613403,4.2,0.641,19.27
