Vcell, sensor current, smooth current, smooth voltage, timestamp, time, supply voltage, supply current, temperature
4.157787206320021,-0.02925745729805125,0.00012923609011071535,4.159101536646526,2022-02-08-16-08-27,7.656398057937622,0.0,0.0,19.67
4.156472876544861,-0.027778879378792413,-0.015608915454894437,4.158420901426458,2022-02-08-16-08-28,8.170621156692505,0.0,0.0,19.67
4.156144294104837,-0.02728602007238856,-0.024136826209933113,4.158006261588641,2022-02-08-16-08-28,8.684820890426636,0.0,0.0,19.67
4.15598000288539,-0.027778879378792413,-0.03079794455473965,4.1576378509153225,2022-02-08-16-08-29,9.198968172073364,0.0,0.0,19.67
4.155815711666318,-0.026957447201456687,-0.03287313911624344,4.157357521800092,2022-02-08-16-08-29,9.728530883789062,0.0,0.0,19.67
4.155815711666318,-0.02925745729805125,-0.03646381345299662,4.157140994367676,2022-02-08-16-08-30,10.241424322128296,0.0,0.0,19.67
4.155487129229307,-0.023671718492288073,-0.03738415412979875,4.156927093619896,2022-02-08-16-08-30,10.753761768341064,0.0,0.0,19.67
4.155322838011367,-0.025971728588679098,-0.03943780687903333,4.156792812233421,2022-02-08-16-08-31,11.254778146743774,0.0,0.0,19.67
4.155487129229307,-0.029093170862574333,-0.04285512851714592,4.156668461471123,2022-02-08-16-08-31,11.753433227539062,0.0,0.0,19.67
4.155487129229307,-0.027614592943323635,-0.04626843450125915,4.156565736928356,2022-02-08-16-08-32,12.266723155975342,0.0,0.0,19.67
4.155322838011367,-0.02613601502414023,-0.048204622281660406,4.156459733366295,2022-02-08-16-08-33,12.811736345291138,0.0,0.0,19.67
4.155487129229307,-0.02515029641138334,-0.04870459798808052,4.1563816037554835,2022-02-08-16-08-33,13.322178602218628,0.0,0.0,19.67
4.154829964359802,-0.02860031155614929,-0.049068730116684334,4.156285924570747,2022-02-08-16-08-34,13.832974910736084,0.0,0.0,19.67
4.155322838011367,-0.027778879378792413,-0.048760212638493804,4.156213190520634,2022-02-08-16-08-34,14.329721212387085,0.0,0.0,19.67
4.154665673143367,-0.025971728588679098,-0.049018062380891236,4.15612935863211,2022-02-08-16-08-35,14.858140468597412,0.0,0.0,19.67
4.154665673143367,-0.031064608088365267,-0.05185099682982024,4.156055107530846,2022-02-08-16-08-35,15.403697490692139,0.0,0.0,19.67
4.154829964359802,-0.029093170862574333,-0.051966322074321496,4.155993323878811,2022-02-08-16-08-36,15.91856837272644,0.0,0.0,19.67
4.154994255576614,-0.028764597991623363,-0.052716339398482075,4.15595472739287,2022-02-08-16-08-36,16.432695388793945,0.0,0.0,19.67
4.154501381927309,-0.028928884427098372,-0.05282550793113067,4.155891846697782,2022-02-08-16-08-37,16.948161840438843,0.0,0.0,19.67
4.154501381927309,-0.024821723540469402,-0.052924521251479055,4.155830994643714,2022-02-08-16-08-37,17.478222846984863,0.0,0.0,19.67
4.154501381927309,-0.028764597991623363,-0.05361815234364208,4.155768249829303,2022-02-08-16-08-38,17.98681664466858,0.0,0.0,19.67
4.154829964359802,-0.02925745729805125,-0.05557330312489496,4.155731818345853,2022-02-08-16-08-38,18.515087366104126,0.0,0.0,19.67
4.154829964359802,-0.027778879378792413,-0.055864700468207955,4.155688302215147,2022-02-08-16-08-39,19.028975248336792,0.0,0.0,19.67
4.154829964359802,-0.02334314562138362,-0.05590505947927241,4.1556481991142995,2022-02-08-16-08-39,19.588753700256348,0.0,0.0,19.67
4.154665673143367,-0.03073603521738938,-0.056052158994887434,4.155592523657082,2022-02-08-16-08-40,20.11885118484497,0.0,0.0,19.67
4.154337090711627,-0.02613601502414023,-0.05608276613134367,4.155549858662987,2022-02-08-16-08-40,20.648443698883057,0.0,0.0,19.67
4.154501381927309,-0.02728602007238856,-0.05566886939707108,4.155518834609673,2022-02-08-16-08-41,21.175901412963867,0.0,0.0,19.67
4.154829964359802,-0.028928884427098372,-0.05617062913801336,4.155487129285133,2022-02-08-16-08-41,21.68878960609436,0.0,0.0,19.67
4.154337090711627,-0.024821723540469402,-0.055939972822972535,4.155449423102395,2022-02-08-16-08-42,22.204181432724,0.0,0.0,19.67
4.154829964359802,-0.026464587895064617,-0.05538530785766452,4.155427149948401,2022-02-08-16-08-42,22.74868130683899,0.0,0.0,19.67
4.154501381927309,-0.028107452249732524,-0.05611803087555711,4.155398664778521,2022-02-08-16-08-43,23.291785955429077,0.0,0.0,19.67
4.154501381927309,-0.031064608088365267,-0.056488573859163255,4.155374332323501,2022-02-08-16-08-44,23.80384874343872,0.0,0.0,19.67
4.154501381927309,-0.02745030650785569,-0.05650032114576843,4.155353791477706,2022-02-08-16-08-44,24.321152925491333,0.0,0.0,19.67
4.154337090711627,-0.02745030650785569,-0.05642945333469237,4.155325152019507,2022-02-08-16-08-45,24.83389902114868,0.0,0.0,19.67
4.154337090711627,-0.02630030145960207,-0.05649531533037477,4.155295831282095,2022-02-08-16-08-45,25.364789247512817,0.0,0.0,19.67
4.1540085082813905,-0.02745030650785569,-0.05596286600120583,4.155270264866903,2022-02-08-16-08-46,25.877142667770386,0.0,0.0,19.67
4.154501381927309,-0.027614592943323635,-0.05608780395198969,4.155250293881459,2022-02-08-16-08-46,26.362298011779785,0.0,0.0,19.67
