Vbattery, sensor current, sma current, sma Vbattery, error, timestamp, time, electronic load voltage, electronic load current
3.8982088408667033,-0.2620615691597417,-2.80997641891116,3.9082604049407963,0.0006920096311426983,2022-06-22-15-45-53,330.9341127872467,3.766617,2.599974
3.8987017109952307,-0.2610758445408113,-2.8099960105550665,3.908051308503902,0.0006903501346024594,2022-06-22-15-45-54,332.0382516384125,3.766409,2.600014
3.8982088408667033,-0.26091155710439945,-2.8099176439794236,3.907853828537509,0.0006787336641011157,2022-06-22-15-45-55,333.15899205207825,3.766217,2.600094
3.898866001038529,-0.25943297017767497,-2.809996010554931,3.90766298655265,0.000685371645634711,2022-06-22-15-45-56,334.2784562110901,3.765994,2.599942
3.8978802607821565,-0.2554900717150078,-2.809662952609618,3.9074671660824527,0.0006903501309719718,2022-06-22-15-45-57,335.39943170547485,3.765802,2.59999
3.8972231006157965,-0.26222585659630676,-2.80993723562433,3.9072647076307785,0.0006969881124503565,2022-06-22-15-45-58,336.5350251197815,3.765595,2.600198
3.8970588105747757,-0.26091155710439945,-2.810289885214206,3.90706058968374,0.0006986476078142031,2022-06-22-15-45-59,337.6546242237091,3.765402,2.599998
3.897551680698521,-0.260418694795295,-2.810799267954667,3.906863109718445,0.0007019665982674939,2022-06-22-15-46-01,338.7620413303375,3.76518,2.60007
3.8964016504129684,-0.26058298223164134,-2.8107209013790455,3.9066639702594417,0.0007036260919759508,2022-06-22-15-46-02,339.865070104599,3.765002,2.600014
3.8973873906570446,-0.2610758445408113,-2.8112694674074516,3.9064681497900615,0.0007069450815993331,2022-06-22-15-46-03,340.98724484443665,3.76478,2.600054
3.8968945205339827,-0.2614044194137006,-2.8114849754903397,3.906269010330228,0.0007102640720526509,2022-06-22-15-46-04,342.09229373931885,3.764588,2.599966
3.8964016504129684,-0.26058298223164134,-2.811876808367824,3.9060665518799595,0.000713583062487595,2022-06-22-15-46-05,343.19566774368286,3.764425,2.600014
3.8947587500243834,-0.26091155710439945,-2.8119159916556296,3.9058624339368904,0.0007152425552884816,2022-06-22-15-46-06,344.3160216808319,3.764218,2.600022
3.8955802002158313,-0.25976154505012783,-2.811602525353101,3.9056516780098836,0.0007086045713506098,2022-06-22-15-46-07,345.4354844093323,3.763995,2.599998
3.8955802002158313,-0.2587758204330304,-2.8117004835724275,3.905442581578509,0.0007069450757170127,2022-06-22-15-46-08,346.5728294849396,3.763788,2.60003
3.8957444902548035,-0.26091155710439945,-2.811445792201437,3.905246761111849,0.0006969881016897116,2022-06-22-15-46-09,347.7068467140198,3.763581,2.60003
3.8954159101770864,-0.2592686827414812,-2.8109951843915226,3.9050542596369517,0.0006936691099271515,2022-06-22-15-46-11,348.8297448158264,3.763389,2.600086
3.894101589875321,-0.26288300634278644,-2.8109168178157544,3.904850141695016,0.0007052855769653845,2022-06-22-15-46-12,349.9462978839874,3.763181,2.599934
3.895908780294003,-0.2641973058368009,-2.8110735509673317,3.90466095921054,0.0007202210344249024,2022-06-22-15-46-13,351.0781123638153,3.763004,2.600014
3.894923040062218,-0.2577900958167148,-2.8108776345286417,3.904468457736445,0.0007235400240442924,2022-06-22-15-46-14,352.1980812549591,3.762811,2.599982
3.894923040062218,-0.2569686586370477,-2.8108384512409503,3.9042693182799306,0.0007169020416254479,2022-06-22-15-46-15,353.33390069007874,3.762604,2.600094
3.8945944599867763,-0.261240131977245,-2.8108776345287656,3.9040668598327555,0.0007202210322864739,2022-06-22-15-46-16,354.45402455329895,3.762412,2.599942
3.8945944599867763,-0.26058298223164134,-2.8111519175431137,3.903874358359194,0.0007102640586720636,2022-06-22-15-46-17,355.5740864276886,3.762219,2.599998
3.893608719765913,-0.26222585659630676,-2.8113086506944414,3.903678537896069,0.0007135830482365704,2022-06-22-15-46-18,356.7125434875488,3.761982,2.600014
3.8927872695881147,-0.261240131977245,-2.8115829337089346,3.903476079451985,0.0007202210291949087,2022-06-22-15-46-20,357.82911801338196,3.761775,2.600006
3.8934444297298985,-0.264033018399972,-2.8120335415192104,3.9032703020155863,0.0007169020368799331,2022-06-22-15-46-21,358.94952607154846,3.761582,2.600046
3.893773009802155,-0.260418694795295,-2.812190274670307,3.903084438525679,0.0007036260716464529,2022-06-22-15-46-22,360.0874173641205,3.761375,2.59999
3.892622979553238,-0.26255443146950275,-2.8120335415187716,3.902872023108345,0.0007003070785415278,2022-06-22-15-46-23,361.2039942741394,3.761153,2.600038
3.893608719765913,-0.2587758204330304,-2.8115045671332894,3.902679521636387,0.0007003070768554781,2022-06-22-15-46-24,362.33506655693054,3.760946,2.600006
3.8914729493154625,-0.2653473178952208,-2.81191599165621,3.9024671062211174,0.0007202210201684591,2022-06-22-15-46-25,363.4536452293396,3.760753,2.59995
3.8932801396941112,-0.25894010786915894,-2.811504567134279,3.9022845617231146,0.0007268589994390654,2022-06-22-15-46-26,364.58835911750793,3.760546,2.599942
3.8914729493154625,-0.25894010786915894,-2.8116613002851896,3.9020754652989993,0.0007368159698636637,2022-06-22-15-46-27,365.72525453567505,3.760309,2.600014
3.891308659282404,-0.26321158121615806,-2.812131499739045,3.9018663688751722,0.0007368159695735433,2022-06-22-15-46-29,366.84369707107544,3.760102,2.599998
3.8908157891845927,-0.2620615691597417,-2.8120335415193947,3.9016522939655105,0.0007417944554100232,2022-06-22-15-46-30,367.9637961387634,3.759895,2.59999
3.8909800792169693,-0.2610758445408113,-2.811837625080184,3.901453154515629,0.0007301779861813943,2022-06-22-15-46-31,369.0986588001251,3.759702,2.59999
3.891308659282404,-0.2635401560896176,-2.812836798918106,3.901252355569635,0.000728518490069226,2022-06-22-15-46-32,370.21963715553284,3.759465,2.599982
3.890487209120522,-0.260418694795295,-2.8125625159032843,3.901049897129485,0.0007301779842269936,2022-06-22-15-46-33,371.338365316391,3.759272,2.59999
3.8909800792169693,-0.26058298223164134,-2.812778023986029,3.900850757679603,0.0007334969744969295,2022-06-22-15-46-34,372.4683961868286,3.75908,2.600038
3.890487209120522,-0.26025440735897054,-2.8125625159030267,3.900644980248344,0.0007368159647645641,2022-06-22-15-46-35,373.58736872673035,3.758843,2.599982
