Vcell, time, current, Vsupply, Csupply, temperature
3.7869828461913713,3.3750407695770264,1.2406721958592577,3.86,1.303,21.05
3.788790040732215,4.636871099472046,1.2561886835606615,3.87,1.302,21.05
3.7901043640607455,5.919655799865723,1.258128244523824,3.87,1.301,21.15
3.7915829778316237,7.197813510894775,1.2406721958592577,3.87,1.301,21.15
3.792733010783774,8.475566148757935,1.26976561030509,3.87,1.301,21.15
3.793718753327596,9.753802061080933,1.2173974643199927,3.87,1.301,21.15
3.7947044958837974,11.034447431564331,1.2445513177839618,3.87,1.300,21.05
3.7958545288816827,12.292093276977539,1.2309743910493716,3.87,1.300,21.05
3.796511690602329,13.568882465362549,1.2348535129730056,3.87,1.300,21.15
3.7971688523284812,14.843586683273315,1.2620073664504756,3.87,1.300,21.25
3.798318885362499,16.116162061691284,1.2561886835606615,3.87,1.300,21.15
3.7984831757973074,17.397125959396362,1.2387326348970666,3.88,1.300,21.15
3.8001260801643277,18.678283214569092,1.2678260493412723,3.88,1.300,21.05
3.8006189514811495,19.95161271095276,1.2057600985560568,3.88,1.300,21.15
3.8009475323607536,21.236764430999756,1.252309561634662,3.88,1.300,21.05
3.8016046941240953,22.518707275390625,1.2270952691261625,3.88,1.300,20.95
3.801768984565792,23.791567087173462,1.246490878746475,3.88,1.300,21.15
3.8025904367794463,25.069291353225708,1.221276586242144,3.88,1.300,21.05
3.8030833081117743,26.35430669784546,1.2348535129730056,3.88,1.300,21.25
3.8040690507857384,27.62957262992859,1.2387326348970666,3.88,1.300,21.15
3.804890503023524,28.903852701187134,1.246490878746475,3.88,1.300,21.15
3.8050547934721153,30.185039043426514,1.2076996595164518,3.88,1.300,21.15
3.8052190839210525,31.46178412437439,1.2484304397090962,3.88,1.300,21.05
3.806369117073266,32.738003730773926,1.1999414156754966,3.88,1.300,21.15
3.8066976979770035,34.0191068649292,1.2561886835606615,3.88,1.300,20.95
3.8071905693351975,35.29378914833069,1.2930403418795258,3.88,1.300,21.15
3.808176312060903,36.57535696029663,1.2173974643199927,3.88,1.300,21.25
3.8078477311509538,37.84522581100464,1.221276586242144,3.89,1.300,21.35
3.8089977643418167,39.1169376373291,1.2445513177839618,3.89,1.300,21.15
3.8094906357145075,40.39823389053345,1.1844249279985462,3.89,1.300,21.05
3.8096549261727612,41.67671275138855,1.2309743910493716,3.89,1.300,21.15
3.8104763784692124,42.9527804851532,1.2620073664504756,3.89,1.300,21.05
3.81080495939021,44.230746030807495,1.2387326348970666,3.89,1.300,21.05
3.811297830774298,45.50657415390015,1.242611756821556,3.89,1.300,21.15
3.811297830774298,46.78611087799072,1.221276586242144,3.89,1.300,21.15
3.812447864015927,48.06339478492737,1.2406721958592577,3.89,1.300,21.15
3.812776444945216,49.33512568473816,1.2038205375957662,3.89,1.300,21.15
3.8132693163417426,50.616811752319336,1.2270952691261625,3.89,1.300,21.15
3.8132693163417426,51.89493250846863,1.1941227327958681,3.89,1.301,21.15
3.8132693163417426,53.177629232406616,1.2076996595164518,3.89,1.300,21.25
3.813926478208616,54.450857400894165,1.2387326348970666,3.89,1.300,21.15
3.814747930549987,55.73226475715637,1.242611756821556,3.89,1.300,21.15
3.814747930549987,57.01327204704285,1.1902436108766314,3.89,1.300,21.15
3.8152408019589585,58.29560947418213,1.2270952691261625,3.89,1.300,21.25
3.815897963842428,59.57884383201599,1.2367930739349828,3.89,1.300,21.15
3.8160622543141605,60.85339713096619,1.2445513177839618,3.89,1.300,21.15
3.816390835258663,62.125632762908936,1.2600678054870953,3.89,1.300,21.15
3.817047997151817,63.40694785118103,1.2193370252810158,3.89,1.300,21.05
3.817047997151817,64.68761229515076,1.2561886835606615,3.89,1.300,20.85
3.817212287625971,65.96328282356262,1.2503700006718252,3.89,1.300,21.05
3.8180337400019293,67.24095845222473,1.2503700006718252,3.89,1.300,21.05
