Vcell, sensor current, smooth current, smooth voltage, timestamp, time, electronic load voltage, electronic load current, temperature
3.913650856163639,-0.03090032165287676,-0.0951365111560638,3.9152854654830302,2022-02-09-15-19-53,13759.751923084259,3.843015,1.300086,19.47
3.912665112090174,-0.030243175910933867,-0.09550875012242979,3.9152074688960368,2022-02-09-15-19-53,13760.156704187393,3.842971,1.300062,19.47
3.9125008214125043,-0.02925745729805125,-0.09533242640152241,3.915127812807132,2022-02-09-15-19-54,13760.57910990715,3.842881,1.300134,19.47
3.9125008214125043,-0.02843602512067614,-0.09499937048428315,3.9150630922353886,2022-02-09-15-19-54,13760.986222982407,3.842852,1.300062,19.47
3.9134865654838413,-0.030407462346417953,-0.09370632986425458,3.915000031164888,2022-02-09-15-19-54,13761.407854557037,3.842778,1.30015,19.47
3.9128294027681982,-0.030571748781903114,-0.09380428748695109,3.9149286725852708,2022-02-09-15-19-55,13761.81431388855,3.842719,1.30003,19.47
3.9128294027681982,-0.030243175910933867,-0.09405897730603524,3.9148656115153795,2022-02-09-15-19-55,13762.219296693802,3.842674,1.30007,19.47
3.9131579841253106,-0.02991460303996888,-0.09401979425694879,3.9148108479542216,2022-02-09-15-19-56,13762.626740217209,3.84263,1.300094,19.47
3.912993693446577,-0.03615748758914882,-0.09474468066515856,3.9147295323635007,2022-02-09-15-19-56,13763.032445192337,3.842585,1.300022,19.47
3.9131579841253106,-0.03155746739483769,-0.0945487654197378,3.914653195278392,2022-02-09-15-19-56,13763.452641248703,3.842497,1.300134,19.47
3.913650856163639,-0.028107452249732524,-0.09425489255158721,3.9145868152042986,2022-02-09-15-19-57,13763.859988451004,3.842438,1.300102,19.47
3.913650856163639,-0.03139318095934572,-0.09562629926970977,3.914535370647297,2022-02-09-15-19-57,13764.280338525772,3.842363,1.300134,19.47
3.9131579841253106,-0.03090032165287676,-0.09525406030334628,3.9144756285812563,2022-02-09-15-19-58,13764.71818947792,3.842304,1.300062,19.47
3.9139794375242976,-0.03073603521738938,-0.09544997554878151,3.91442584352618,2022-02-09-15-19-58,13765.154372930527,3.84223,1.30011,19.47
3.9125008214125043,-0.034021763927367984,-0.09623363653055554,3.914379377474866,2022-02-09-15-19-59,13765.606255054474,3.842156,1.300078,19.47
3.9131579841253106,-0.02991460303996888,-0.09662546702143476,3.9143212949110326,2022-02-09-15-19-59,13766.058959722519,3.842111,1.300134,19.47
3.912665112090174,-0.03254318600781497,-0.09674301616872266,3.9142582338414713,2022-02-09-15-19-59,13766.496225118637,3.842038,1.30011,19.47
3.912172240058229,-0.03369319105634672,-0.09693893141418891,3.9141901942664648,2022-02-09-15-20-00,13766.968798398972,3.841978,1.300134,19.47
3.913650856163639,-0.03073603521738938,-0.09644914330051435,3.91415534472829,2022-02-09-15-20-00,13767.356626033783,3.84189,1.30011,19.47
3.911515077353933,-0.028764597991623363,-0.09631200262869473,3.914090624157041,2022-02-09-15-20-01,13767.769672632217,3.84186,1.300142,19.47
3.9128294027681982,-0.03369319105634672,-0.09682138226684972,3.914010968068469,2022-02-09-15-20-01,13768.18411064148,3.84183,1.30011,19.47
3.9131579841253106,-0.03254318600781497,-0.09762463477313257,3.913971140024484,2022-02-09-15-20-02,13768.59944152832,3.841757,1.30011,19.47
3.9131579841253106,-0.02991460303996888,-0.09813401441126185,3.913923014470927,2022-02-09-15-20-02,13768.999325752258,3.841697,1.300182,19.47
3.91233653073519,-0.02745030650785569,-0.09807523983764575,3.913846677387153,2022-02-09-15-20-02,13769.39944076538,3.841623,1.30019,19.47
3.910857914655308,-0.029586030169008043,-0.09885890081943081,3.9137703403040227,2022-02-09-15-20-03,13769.806082963943,3.841564,1.300174,19.47
3.91233653073519,-0.03155746739483769,-0.09923113978571291,3.9136906842165646,2022-02-09-15-20-03,13770.211997032166,3.841505,1.300206,19.47
3.911515077353933,-0.030407462346417953,-0.09883930929486645,3.91359775211427,2022-02-09-15-20-04,13770.633622169495,3.84146,1.300158,19.47
3.911515077353933,-0.028764597991623363,-0.0982711550830838,3.913526393535706,2022-02-09-15-20-04,13771.03905081749,3.841371,1.30019,19.47
3.912007949381623,-0.02975031660448795,-0.09729157885585607,3.9134500564524464,2022-02-09-15-20-04,13771.443214178085,3.841327,1.300134,19.47
3.9133222748043988,-0.030243175910933867,-0.0971936212331345,3.9134069094055173,2022-02-09-15-20-05,13771.865645885468,3.841268,1.300142,19.47
3.911843658705372,-0.03188604026582521,-0.09731117038040188,3.913315636805604,2022-02-09-15-20-05,13772.271901845932,3.841209,1.300174,19.47
3.9116793680294752,-0.030078889475450843,-0.09711525513496921,3.913245937729463,2022-02-09-15-20-06,13772.696218967438,3.841149,1.300238,19.47
3.9105293333081224,-0.03172175383033085,-0.09652750939856353,3.9131928336719204,2022-02-09-15-20-06,13773.1379404068,3.84109,1.300142,19.47
3.913815146843791,-0.032378899572315656,-0.09646873482493834,3.9131629626394053,2022-02-09-15-20-07,13773.576195001602,3.841001,1.30015,19.47
3.911843658705372,-0.029421743733529154,-0.0962924111040501,3.9131164965886547,2022-02-09-15-20-07,13773.983155727386,3.840972,1.300158,19.47
3.91233653073519,-0.032378899572315656,-0.09674301616856458,3.913051776017438,2022-02-09-15-20-07,13774.406505823135,3.840927,1.30015,19.47
3.912172240058229,-0.02991460303996888,-0.09656669244767363,3.912985395945205,2022-02-09-15-20-08,13774.841280460358,3.840853,1.300102,19.47
3.9116793680294752,-0.02975031660448795,-0.09664505854585236,3.9129073993602335,2022-02-09-15-20-08,13775.279554367065,3.84078,1.300126,19.47
3.9116793680294752,-0.02925745729805125,-0.09662546702130378,3.912870890320415,2022-02-09-15-20-09,13775.699479579926,3.840705,1.300126,19.47
3.9092150079335553,-0.02827173868520389,-0.09629241110406678,3.9127746392160425,2022-02-09-15-20-09,13776.138259887695,3.840676,1.300126,19.47
3.912007949381623,-0.028928884427098372,-0.09595935518681532,3.912754725194453,2022-02-09-15-20-10,13776.560364961624,3.840616,1.300126,19.47
3.91233653073519,-0.026957447201456687,-0.09537160945051903,3.912709918645934,2022-02-09-15-20-10,13776.998373270035,3.840557,1.300054,19.47
3.910857914655308,-0.028107452249732524,-0.09505814505782365,3.9126269435565133,2022-02-09-15-20-10,13777.449791669846,3.840498,1.300086,19.47
3.9113507866787445,-0.031064608088365267,-0.095195285729651,3.9125854560114783,2022-02-09-15-20-11,13777.904242515564,3.840424,1.300094,19.47
3.9113507866787445,-0.02975031660448795,-0.09499937048421143,3.912557244480951,2022-02-09-15-20-11,13778.341141462326,3.84035,1.300134,19.47
3.909543589275071,-0.027614592943323635,-0.09382387901154214,3.9124842264030004,2022-02-09-15-20-12,13778.777017593384,3.840276,1.300118,19.47
3.911186496003912,-0.02925745729805125,-0.0930206265051956,3.9124078893209733,2022-02-09-15-20-12,13779.21694779396,3.840246,1.300134,19.47
3.912007949381623,-0.0322146131368176,-0.09302062650518608,3.9123796777905113,2022-02-09-15-20-13,13779.641245126724,3.840157,1.300118,19.47
3.910857914655308,-0.03122889452385491,-0.09268757058791366,3.9123099787157907,2022-02-09-15-20-13,13780.044387340546,3.840098,1.300166,19.47
3.910857914655308,-0.03090032165287676,-0.0927463451615354,3.912275129178425,2022-02-09-15-20-13,13780.496069431305,3.840039,1.30015,19.47
3.910857914655308,-0.029586030169008043,-0.09178636045886701,3.9122270036265667,2022-02-09-15-20-14,13780.933160543442,3.83998,1.300182,19.47
3.9105293333081224,-0.03287175887881745,-0.09251124686703165,3.9121738995694177,2022-02-09-15-20-14,13781.372874498367,3.83992,1.300174,19.47
3.9110222053294326,-0.033200331749825146,-0.09276593668611996,3.912135731028327,2022-02-09-15-20-15,13781.799491643906,3.839847,1.300166,19.47
3.9102007519623547,-0.029093170862574333,-0.09284430278429072,3.912090924480108,2022-02-09-15-20-15,13782.206085920334,3.839802,1.300142,19.47
3.910693623981538,-0.03090032165287676,-0.09292266888246636,3.9120311824156837,2022-02-09-15-20-16,13782.612116336823,3.839728,1.300094,19.47
3.911186496003912,-0.032378899572315656,-0.09307940107882202,3.9119813973623634,2022-02-09-15-20-16,13783.017968177795,3.839683,1.300158,19.47
3.9105293333081224,-0.032378899572315656,-0.09364755529060298,3.9119133577889627,2022-02-09-15-20-16,13783.438393115997,3.839639,1.300182,19.47
3.910693623981538,-0.02975031660448795,-0.09329490784882041,3.911853615725022,2022-02-09-15-20-17,13783.844422340393,3.839565,1.30015,19.47
3.911186496003912,-0.02794316581426204,-0.09300103498058025,3.9118021711699,2022-02-09-15-20-17,13784.281284570694,3.839491,1.30015,19.47
3.9097078799463607,-0.026957447201456687,-0.09176676893435384,3.91175072661481,2022-02-09-15-20-18,13784.700600862503,3.839447,1.300142,19.47
3.911843658705372,-0.03287175887881745,-0.09141412149248447,3.911694303554494,2022-02-09-15-20-18,13785.138530015945,3.839387,1.300214,19.47
3.910036461290002,-0.03188604026582521,-0.09151207911520891,3.9116362209923166,2022-02-09-15-20-19,13785.575572252274,3.839329,1.300166,19.47
3.908393554585966,-0.03122889452385491,-0.09247206381806677,3.911564862416615,2022-02-09-15-20-19,13786.012257099152,3.839254,1.300142,19.47
3.909543589275071,-0.029093170862574333,-0.09215859942536415,3.911486865832787,2022-02-09-15-20-19,13786.461446285248,3.839195,1.300214,19.47
3.909379298604136,-0.026464587895064617,-0.09078719270729528,3.911437080780022,2022-02-09-15-20-20,13786.895741224289,3.839135,1.300078,19.47
3.911186496003912,-0.03533605541151056,-0.09204105027816244,3.9113955932355426,2022-02-09-15-20-20,13787.301486253738,3.839062,1.300054,19.47
3.9105293333081224,-0.026957447201456687,-0.09176676893457605,3.911352446189395,2022-02-09-15-20-21,13787.7078063488,3.839047,1.300126,19.47
3.908722135923939,-0.03073603521738938,-0.09074800965824924,3.911289385122845,2022-02-09-15-20-21,13788.128224372864,3.838973,1.30007,19.47
3.908557845254775,-0.030243175910933867,-0.09053250288826405,3.911196453023792,2022-02-09-15-20-22,13788.538207292557,3.838898,1.300062,19.47
3.9105293333081224,-0.03073603521738938,-0.09055209441280809,3.911151646476142,2022-02-09-15-20-22,13788.940296411514,3.838825,1.300022,19.47
3.909543589275071,-0.03188604026582521,-0.09057168593733574,3.91108194740181,2022-02-09-15-20-22,13789.347806215286,3.838765,1.300054,19.47
3.908722135923939,-0.03188604026582521,-0.09041495374097577,3.9110056103203594,2022-02-09-15-20-23,13789.754559993744,3.838751,1.300046,19.47
3.910857914655308,-0.03467890966942753,-0.09090474185461762,3.9109740797865973,2022-02-09-15-20-23,13790.175258636475,3.838647,1.30011,19.47
3.9092150079335553,-0.03090032165287676,-0.09135534691911618,3.9109159972253056,2022-02-09-15-20-24,13790.580447435379,3.838603,1.300134,19.47
3.9090507172633293,-0.033364618185330985,-0.09196268418001025,3.910876169183515,2022-02-09-15-20-24,13790.98570561409,3.838544,1.300198,19.47
3.909379298604136,-0.0320503267013208,-0.09231533162177576,3.9108346816395767,2022-02-09-15-20-24,13791.40879702568,3.838484,1.300126,19.47
3.908886426593457,-0.02630030145960207,-0.09166881131186395,3.9107616635623956,2022-02-09-15-20-25,13791.815693855286,3.838425,1.30015,19.47
3.908393554585966,-0.032707472443315566,-0.09288348583363282,3.9107185165171745,2022-02-09-15-20-25,13792.222957611084,3.838381,1.300078,19.47
3.909379298604136,-0.03073603521738938,-0.09300103498089544,3.910673709969928,2022-02-09-15-20-26,13792.6613073349,3.838307,1.300118,19.47
3.910036461290002,-0.02975031660448795,-0.09296185193180977,3.910628903422217,2022-02-09-15-20-26,13793.069361448288,3.838232,1.300182,19.47
3.9065863572524364,-0.02728602007238856,-0.0927463451618399,3.9105542258443644,2022-02-09-15-20-26,13793.475435256958,3.838188,1.300054,19.47
3.90806497324941,-0.02794316581426204,-0.09231533162189026,3.9104911647780116,2022-02-09-15-20-27,13793.913459300995,3.838115,1.30015,19.47
3.9082292639175105,-0.034021763927367984,-0.09296185193187312,3.910448017732823,2022-02-09-15-20-27,13794.315895318985,3.838055,1.300118,19.47
3.909379298604136,-0.033364618185330985,-0.0932361332754946,3.9103783186585113,2022-02-09-15-20-28,13794.72331571579,3.837996,1.30015,19.47
3.910036461290002,-0.03122889452385491,-0.09339286547184605,3.91031027908699,2022-02-09-15-20-28,13795.161274909973,3.837951,1.300078,19.47
3.9102007519623547,-0.02925745729805125,-0.09349082309455674,3.910283727058776,2022-02-09-15-20-29,13795.568291902542,3.837863,1.300054,19.47
3.908722135923939,-0.028764597991623363,-0.0930989926036851,3.910222325494411,2022-02-09-15-20-29,13795.97490143776,3.837833,1.300022,19.47
3.9090507172633293,-0.03418605036288073,-0.09382387901185409,3.910137690905287,2022-02-09-15-20-29,13796.378717184067,3.837774,1.300054,19.47
3.908393554585966,-0.0320503267013208,-0.09366714681549725,3.910058034822008,2022-02-09-15-20-30,13796.784522533417,3.837714,1.300054,19.47
3.909379298604136,-0.027614592943323635,-0.09370632986459124,3.910018206779939,2022-02-09-15-20-30,13797.191410779953,3.837655,1.300094,19.47
3.9090507172633293,-0.032707472443315566,-0.09445080779731076,3.90996178372073,2022-02-09-15-20-31,13797.62659740448,3.837596,1.300038,19.47
3.9102007519623547,-0.03073603521738938,-0.09497977895996995,3.909923615180632,2022-02-09-15-20-31,13798.031165361404,3.837551,1.300062,19.47
3.908557845254775,-0.03451462323391048,-0.09521487725450088,3.9098655326195995,2022-02-09-15-20-31,13798.422082662582,3.837477,1.30003,19.47
3.9082292639175105,-0.029421743733529154,-0.09531283487723496,3.9097925145427754,2022-02-09-15-20-32,13798.841151714325,3.837433,1.300062,19.47
3.908886426593457,-0.029586030169008043,-0.09584180603991875,3.909749367497787,2022-02-09-15-20-32,13799.262828350067,3.837344,1.30015,19.47
3.908886426593457,-0.028107452249732524,-0.09601812976080845,3.909724474972225,2022-02-09-15-20-33,13799.668329000473,3.837315,1.30003,19.47
3.90773639191427,-0.03090032165287676,-0.09605731280988614,3.9096464783912133,2022-02-09-15-20-33,13800.088460206985,3.83724,1.30011,19.47
3.9072435199142164,-0.03303604531432063,-0.09615527043261517,3.9095767793188716,2022-02-09-15-20-33,13800.479585886002,3.837167,1.300094,19.47
3.909543589275071,-0.03467890966942753,-0.09703688903720516,3.9095253347652994,2022-02-09-15-20-34,13800.899593830109,3.837122,1.30019,19.47
3.908557845254775,-0.02794316581426204,-0.09756586019993692,3.909468911706411,2022-02-09-15-20-34,13801.306787252426,3.837063,1.300238,19.47
3.9060934852598193,-0.032378899572315656,-0.09762463477355315,3.909389255624156,2022-02-09-15-20-35,13801.731166362762,3.837003,1.300166,19.47
3.908886426593457,-0.032707472443315566,-0.09748749410175034,3.9093295135620845,2022-02-09-15-20-35,13802.170890808105,3.836944,1.300246,19.47
3.908557845254775,-0.02925745729805125,-0.09740912800356889,3.9092564954859017,2022-02-09-15-20-36,13802.604310035706,3.836885,1.300166,19.47
3.9072435199142164,-0.03122889452385491,-0.09764422629809388,3.9091967534240006,2022-02-09-15-20-36,13803.02223944664,3.836826,1.300118,19.47
3.908393554585966,-0.02860031155614929,-0.09727198733176089,3.9091635633894333,2022-02-09-15-20-36,13803.428969144821,3.836767,1.300118,19.47
3.90773639191427,-0.028764597991623363,-0.09705648056179378,3.9090822478055802,2022-02-09-15-20-37,13803.850234270096,3.836707,1.30011,19.47
3.9074078105805468,-0.0322146131368176,-0.09713484665996203,3.90901586773732,2022-02-09-15-20-37,13804.257735013962,3.836649,1.300118,19.47
3.907900682581663,-0.032707472443315566,-0.0971544381845007,3.908949487668975,2022-02-09-15-20-38,13804.658290147781,3.836574,1.300086,19.47
3.90806497324941,-0.02925745729805125,-0.09809483136259176,3.9088997026167935,2022-02-09-15-20-38,13805.079595804214,3.83653,1.300134,19.47
3.9069149385826183,-0.02975031660448795,-0.09897644996705128,3.9088598745759056,2022-02-09-15-20-38,13805.488241195679,3.83647,1.300078,19.47
