Vbattery, sensor current, sma current, sma Vbattery, timestamp, time, supply voltage, supply current, temperature
3.9534092111384767,0.08820734472088927,0.742366879628357,3.908913810384396,2022-02-16-16-33-05,4.875770330429077,3.91,0.0,20.95
3.954394955742384,0.08656448033571246,0.8189564471120488,3.915375911699569,2022-02-16-16-33-06,5.267390727996826,4.03,1.309,20.95
3.9550521188188226,0.08705733965116541,0.8790655190513906,3.920314901243292,2022-02-16-16-33-06,5.668994903564453,4.03,1.307,20.95
3.955709281900996,0.0868930532126716,0.9235541983231923,3.9242202284101384,2022-02-16-16-33-07,6.070120096206665,4.03,1.307,20.95
3.956202154216389,0.08755019896670398,0.9606967905122643,3.927401991913565,2022-02-16-16-33-07,6.457828998565674,4.03,1.306,20.95
3.9566950265350105,0.08656448033571246,0.9901164036389812,3.9300500595361467,2022-02-16-16-33-07,6.832067489624023,4.03,1.305,20.95
3.9573521896315245,0.08574304814348005,1.0142286727102425,3.932304700697306,2022-02-16-16-33-08,7.22247576713562,4.03,1.305,20.95
3.9575164804065497,0.08245731937688058,1.0323934069664484,3.9342314306153368,2022-02-16-16-33-08,7.598757266998291,4.03,1.304,20.95
3.9576807711819333,0.08820734472088927,1.0518423011146671,3.9359005159852587,2022-02-16-16-33-09,7.9879395961761475,4.03,1.304,20.95
3.9583379342870555,0.08492161595148251,1.0677928809262356,3.9373853911536028,2022-02-16-16-33-09,8.378568410873413,4.03,1.304,20.95
3.9583379342870555,0.08755019896670398,1.081385970580367,3.9386949250994436,2022-02-16-16-33-09,8.768346548080444,4.03,1.303,20.95
3.958995097397916,0.08787877184377745,1.0941785159665085,3.939869724554917,2022-02-16-16-33-10,9.173649787902832,4.03,1.303,20.95
3.9591593881765283,0.0868930532126716,1.104418256858139,3.9409368089011556,2022-02-16-16-33-10,9.563551902770996,4.03,1.303,20.95
3.959487969734829,0.0868930532126716,1.1139884589114661,3.941904538904025,2022-02-16-16-33-11,9.983413934707642,4.03,1.303,20.95
3.959487969734829,0.08459304307474885,1.1213894151568524,3.9427878177150575,2022-02-16-16-33-11,10.38454008102417,4.03,1.303,20.95
3.9599808420749714,0.08426447019805235,1.1279007983347424,3.9436026214755193,2022-02-16-16-33-11,10.806376218795776,4.03,1.303,20.95
3.9601451328557364,0.0864001938972471,1.1351867464483956,3.944358287692373,2022-02-16-16-33-12,11.19575309753418,4.03,1.303,20.95
3.9604737144183435,0.08525018882825346,1.1425980924957495,3.945055386880861,2022-02-16-16-33-12,11.601571321487427,4.03,1.302,20.95
3.960802295982386,0.08656448033571246,1.1478563406083706,3.945708085368796,2022-02-16-16-33-13,12.009187459945679,4.03,1.302,20.95
3.9609665867649464,0.0862359074587912,1.1526163464333827,3.946311853793347,2022-02-16-16-33-13,12.4124596118927,4.03,1.302,20.95
3.961295168331142,0.08492161595148251,1.157084796462542,3.946888135121723,2022-02-16-16-33-13,12.81764006614685,4.03,1.302,20.95
